1998ba	0.43	42.202845059	0.143459564521
1998ay	0.64	43.1881838551	0.186543501751
1998ax	0.497	42.4090348089	0.158488764413
1998aw	0.44	41.9964410659	0.127761277223
1998as	0.355	41.516716698	0.130966220782
1997ez	0.78	43.4907628672	0.151115530925
1997eq	0.54	42.4339111537	0.121366799166
1997ek	0.86	43.7451019144	0.156150591229
04Eag	1.02	44.1993977338	0.223075604603
04Gre	1.14	44.2839104237	0.280516457089
04Man	0.854	43.9153676425	0.219112489318
04Mcg	1.37	44.7910462695	0.324513218653
04Omb	0.975	44.2284945859	0.200606912017
04Pat	0.97	44.5842379887	0.240421078134
04Rak	0.74	43.417393486	0.196331774539
04Sas	1.39	44.8274132597	0.591264643225
04Yow	0.46	42.1615041182	0.190529350474
05Fer	1.02	43.9810540565	0.241216980878
05Gab	1.12	44.2495126581	0.241680223529
05Lan	1.23	44.852264567	0.236250346674
05Red	1.19	44.1207308635	0.245756009721
05Spo	0.839	43.5971981016	0.211771806558
05Str	1.01	44.4466207888	0.195202527359
05Zwi	0.521	42.4304300932	0.194708817687
2002dc	0.475	42.1851461163	0.216179583718
2002dd	0.95	43.7698442025	0.212959739832
2002fw	1.3	44.9491044223	0.351060245309
2002hp	1.305	44.4157049301	0.292031859582
2002hr	0.526	43.0211775986	0.234516092908
2002kd	0.735	43.1143549007	0.18304597653
2002ki	1.14	44.0289616697	0.770661375912
2003ak	1.551	45.3317386715	0.395907584039
2003az	1.265	44.6312640583	0.231966862578
2003dy	1.34	44.953151304	0.252440440679
2003eq	0.84	43.5620294075	0.195661579434
03D4au	0.468	42.4934212383	0.156341752732
04D4bk	0.84	43.3513315259	0.326964462638
04D3nr	0.96	43.5868914421	0.427260522942
04D3lu	0.8218	43.5365504755	0.348162814934
04D3ki	0.93	44.6348635492	0.689119011672
04D3gt	0.451	41.8469440412	0.136544105548
04D3do	0.61	42.8826976033	0.146106297403
04D3cp	0.83	44.6922378489	0.457964640542
04D2gp	0.707	43.320290922	0.250954794869
04D2fp	0.415	41.7696832434	0.12867036751
04D1ag	0.557	42.6475499276	0.146252717965
03D4fd	0.791	43.334857994	0.19213955201
03D4cz	0.695	43.1559541077	0.177154136049
03D4at	0.633	43.200350196	0.204733134997
03D3bh	0.2486	40.6291787524	0.144170347426
03D3af	0.532	42.6510205265	0.198544372744
03D1fc	0.331	40.9259072634	0.124868930577
03D1bp	0.346	41.2816358992	0.133990721793
04D4dw	0.961	44.0860127956	0.541232742301
04D4an	0.613	42.9577096308	0.147055302427
04D3nh	0.3402	41.2627973103	0.124216129606
04D3lp	0.983	43.9686072633	0.873805060546
04D3is	0.71	43.03031003	0.184976659207
04D3fq	0.73	43.3112856025	0.172061162401
04D3df	0.47	42.2950363729	0.149449923436
04D3co	0.62	43.0958537208	0.150521756378
04D2gc	0.521	42.2813323021	0.171703576261
04D2cf	0.369	41.5099445593	0.127128442179
03D4gl	0.571	42.4563923477	0.1847896727
03D4dy	0.604	42.4422921595	0.142594201708
03D4cy	0.9271	44.7438233798	0.616675765778
03D4ag	0.285	40.7117195315	0.128805577715
03D3ba	0.2912	40.7936031593	0.128325808339
03D1gt	0.548	42.684557193	0.163119668307
03D1ew	0.868	43.9551353049	0.697041426681
03D1ax	0.496	42.2194365099	0.160441226732
04D4dm	0.811	44.0557629679	0.356535950064
04D3oe	0.756	43.6720421887	0.2041097647
04D3nc	0.817	43.5678420781	0.305034089394
04D3ks	0.752	43.1434994817	0.179046394457
04D3hn	0.5516	42.4072918995	0.146846411569
04D3fk	0.3578	41.3894284101	0.125749074506
04D3dd	1.01	44.6896175735	0.910412577811
04D2ja	0.741	43.4820220235	0.161255047619
04D2gb	0.43	41.8372805299	0.138494545284
04D1ak	0.526	42.6736883867	0.151797295017
03D4gg	0.592	42.524194556	0.197075800472
03D4di	0.905	43.686095579	0.424695030791
03D4cx	0.949	43.4679668471	0.467379485606
03D3cd	0.4607	41.9741739893	0.2613454679
03D3ay	0.3709	41.5023209499	0.132033007561
03D1fq	0.8	44.4199835555	0.537991937963
03D1co	0.679	43.4170080051	0.175601683429
03D1aw	0.5817	42.8374976585	0.184185753799
04D4bq	0.55	42.3999711394	0.158230175273
04D3ny	0.81	43.7278491047	0.491922061811
04D3ml	0.95	43.780780395	0.421021094207
04D3kr	0.3373	41.1812895877	0.124867747916
04D3gx	0.91	44.4079361607	0.394461837584
04D3ez	0.263	40.6399477676	0.123324515918
04D3cy	0.643	43.0120301671	0.161285559543
04D2iu	0.691	43.1407175735	0.170861512594
04D2fs	0.357	41.3588695068	0.129068537648
04D1aj	0.721	43.1285593884	0.185537803758
03D4gf	0.581	42.7918076033	0.147505707094
03D4dh	0.6268	42.7073384153	0.145364365689
03D4cn	0.818	43.5731368588	0.562299153124
03D3aw	0.449	41.9045845939	0.150334954079
03D1fl	0.688	43.0446792667	0.179014967059
03D1cm	0.87	44.0828430243	0.496674095444
03D1au	0.5043	42.3045856196	0.141778819311
b010	0.591	43.3138714564	0.267379474385
b013	0.426	41.806666569	0.204450457968
b016	0.329	41.3757739861	0.25327455415
d033	0.531	43.0629635087	0.301071564198
d058	0.583	42.5993396847	0.461245287391
d084	0.519	43.0898571036	0.385243880567
d085	0.401	41.6214142647	0.259723821426
d087	0.34	41.1002984666	0.22330741712
d089	0.436	41.8355461879	0.219396208675
d093	0.363	41.3991790454	0.206870861224
d097	0.436	41.9186081822	0.214365467471
d117	0.309	41.2854634774	0.20604264325
d149	0.342	41.3335602868	0.20174070167
e029	0.332	41.2428570494	0.223960203004
e108	0.469	42.0869431125	0.219485296548
e132	0.239	40.4663605358	0.193168326915
e136	0.352	41.4402007529	0.222632458264
e138	0.612	42.2601378946	0.819156755697
e140	0.631	42.5665239435	0.270098723797
e147	0.645	42.8315316986	0.22803549973
e148	0.429	41.8321619796	0.217936090167
e149	0.497	42.0900771628	0.23056454709
f011	0.539	42.3621361424	0.235072095671
f041	0.561	42.5988124145	0.254763512704
f076	0.41	41.3480927299	0.217232818458
f096	0.412	41.7758022341	0.2949457048
f216	0.599	42.8544760765	0.290620357209
f231	0.619	42.9246968389	0.246627072238
f235	0.422	41.6678602675	0.238231296443
f244	0.54	42.5656285356	0.254777678043
f308	0.401	42.072813335	0.312075794951
g005	0.218	40.3179435116	0.198433228858
g050	0.633	42.2256486429	0.296301030677
g052	0.383	41.592556266	0.228094106236
g055	0.302	41.5660169963	0.259288152895
g097	0.34	41.1438764437	0.199964450355
g120	0.51	41.9188202391	0.258309489516
g133	0.421	41.965762911	0.228780937104
g142	0.399	41.7087506407	0.28376407894
g160	0.493	42.122916001	0.229109806841
g240	0.687	42.832217021	0.279368496827
h283	0.502	41.8992528194	0.313490292477
h300	0.687	42.8216812976	0.250279752764
h319	0.495	42.2021639825	0.245006206755
h323	0.603	42.6354160597	0.273892147864
h342	0.421	42.0443812883	0.280749747008
h359	0.348	41.5494690313	0.204875174321
h363	0.213	40.3399930846	0.204646940237
h364	0.344	41.0679683623	0.200210760141
k396	0.271	40.5536369049	0.206465230307
k411	0.564	42.3759756991	0.400947441397
k425	0.274	40.7740469723	0.216212348503
k430	0.582	43.2137150031	0.278992592748
k441	0.68	42.8318958632	0.247902597912
k448	0.401	41.9301329836	0.235368495661
k485	0.416	41.7521888571	0.295167259169
m027	0.286	41.387427719	0.334584228292
m062	0.314	41.0209048393	0.287974294878
m138	0.581	43.5994710152	0.377088903672
m158	0.463	41.9546009246	0.265451577145
m193	0.341	41.092049721	0.209704216095
m226	0.671	42.1936025518	0.331542575911
n256	0.631	42.9261055377	0.232187948068
n258	0.522	42.6690298106	0.304891267733
n263	0.368	41.4066563292	0.204741881488
n278	0.309	40.8507297646	0.207725830155
n285	0.528	42.4787440903	0.305372522825
n326	0.268	40.7695452633	0.197555926698
p454	0.695	42.9207400196	0.41358331096
p455	0.284	40.7849823164	0.199874464698
p524	0.508	42.1375516415	0.212951542267
p528	0.781	43.3825529133	0.341139699918
p534	0.613	42.4302887204	0.333098849656
