# BICEP2 2014 Data Release
# The BICEP2 Collaboration, BICEP2 2014 I: DETECTION OF B-mode POLARIZATION AT DEGREE ANGULAR SCALES
# http://bicepkeck.org/bicep2_2014_release/
#
# File: B2_3yr_bpwf_bin6_20140314.txt 
# Date: 2014-03-14 
# 
# BICEP2 bandpower window functions for bin #6 (ell~213.7)
# See Section 6.3 of BICEP2 2014 I.
# 
# Columns: ell   TT->TT     TE->TE     EE->EE     BB->BB 
135   6.12e-06   6.28e-06   1.01e-04   3.70e-04
136   6.26e-06   6.95e-06   1.08e-04   3.79e-04
137   6.77e-06   7.51e-06   9.92e-05   3.52e-04
138   7.28e-06   8.01e-06   9.99e-05   3.80e-04
139   7.81e-06   9.23e-06   9.79e-05   3.61e-04
140   8.43e-06   1.04e-05   1.09e-04   3.61e-04
141   8.74e-06   1.10e-05   1.01e-04   3.30e-04
142   9.76e-06   1.23e-05   1.08e-04   3.27e-04
143   1.07e-05   1.41e-05   1.14e-04   3.22e-04
144   1.18e-05   1.64e-05   1.01e-04   3.49e-04
145   1.38e-05   1.97e-05   1.08e-04   3.25e-04
146   1.54e-05   2.23e-05   1.07e-04   3.55e-04
147   1.75e-05   2.59e-05   1.13e-04   3.08e-04
148   2.14e-05   3.09e-05   1.18e-04   3.43e-04
149   2.57e-05   3.74e-05   1.23e-04   3.23e-04
150   3.37e-05   4.91e-05   1.46e-04   3.40e-04
151   4.03e-05   5.81e-05   1.48e-04   3.69e-04
152   5.09e-05   7.35e-05   1.75e-04   3.57e-04
153   6.10e-05   8.65e-05   1.85e-04   3.73e-04
154   7.69e-05   1.09e-04   2.19e-04   3.87e-04
155   9.24e-05   1.30e-04   2.41e-04   3.96e-04
156   1.10e-04   1.53e-04   2.70e-04   4.09e-04
157   1.48e-04   2.04e-04   3.30e-04   4.89e-04
158   1.66e-04   2.26e-04   3.58e-04   4.98e-04
159   2.17e-04   2.93e-04   4.42e-04   5.38e-04
160   2.45e-04   3.31e-04   4.88e-04   5.83e-04
161   2.85e-04   3.82e-04   5.52e-04   7.05e-04
162   3.46e-04   4.63e-04   6.52e-04   7.30e-04
163   3.87e-04   5.15e-04   7.11e-04   7.20e-04
164   4.93e-04   6.54e-04   8.89e-04   8.35e-04
165   5.48e-04   7.27e-04   9.78e-04   9.87e-04
166   6.42e-04   8.46e-04   1.13e-03   1.19e-03
167   7.10e-04   9.32e-04   1.23e-03   1.24e-03
168   8.08e-04   1.06e-03   1.39e-03   1.30e-03
169   1.00e-03   1.32e-03   1.71e-03   1.59e-03
170   1.17e-03   1.54e-03   1.99e-03   1.88e-03
171   1.29e-03   1.67e-03   2.14e-03   1.96e-03
172   1.55e-03   2.01e-03   2.57e-03   2.26e-03
173   1.74e-03   2.25e-03   2.85e-03   2.52e-03
174   1.98e-03   2.54e-03   3.19e-03   2.57e-03
175   2.01e-03   2.56e-03   3.19e-03   2.82e-03
176   2.51e-03   3.18e-03   3.94e-03   3.65e-03
177   2.88e-03   3.63e-03   4.47e-03   3.74e-03
178   3.01e-03   3.76e-03   4.59e-03   4.26e-03
179   3.15e-03   3.90e-03   4.71e-03   4.44e-03
180   4.09e-03   5.04e-03   6.05e-03   5.01e-03
181   4.34e-03   5.28e-03   6.28e-03   5.92e-03
182   4.77e-03   5.75e-03   6.78e-03   6.41e-03
183   5.48e-03   6.56e-03   7.67e-03   6.59e-03
184   5.45e-03   6.42e-03   7.40e-03   7.63e-03
185   5.98e-03   7.01e-03   8.04e-03   8.21e-03
186   7.20e-03   8.37e-03   9.51e-03   8.96e-03
187   7.84e-03   9.01e-03   1.01e-02   9.36e-03
188   8.65e-03   9.87e-03   1.10e-02   9.78e-03
189   9.34e-03   1.05e-02   1.16e-02   1.10e-02
190   9.55e-03   1.07e-02   1.17e-02   1.20e-02
191   1.05e-02   1.17e-02   1.27e-02   1.19e-02
192   1.12e-02   1.24e-02   1.34e-02   1.26e-02
193   1.22e-02   1.33e-02   1.43e-02   1.35e-02
194   1.33e-02   1.46e-02   1.56e-02   1.49e-02
195   1.33e-02   1.44e-02   1.52e-02   1.58e-02
196   1.55e-02   1.66e-02   1.75e-02   1.59e-02
197   1.60e-02   1.71e-02   1.78e-02   1.70e-02
198   1.59e-02   1.69e-02   1.75e-02   1.78e-02
199   1.72e-02   1.81e-02   1.86e-02   1.81e-02
200   1.79e-02   1.87e-02   1.92e-02   1.88e-02
201   1.85e-02   1.92e-02   1.96e-02   1.89e-02
202   1.91e-02   1.98e-02   2.01e-02   1.94e-02
203   1.93e-02   1.99e-02   2.01e-02   1.97e-02
204   2.06e-02   2.12e-02   2.14e-02   1.99e-02
205   2.01e-02   2.05e-02   2.05e-02   2.08e-02
206   2.04e-02   2.08e-02   2.07e-02   2.10e-02
207   1.98e-02   2.01e-02   1.99e-02   2.07e-02
208   2.05e-02   2.08e-02   2.06e-02   2.04e-02
209   2.11e-02   2.12e-02   2.08e-02   2.04e-02
210   2.13e-02   2.13e-02   2.09e-02   2.20e-02
211   2.14e-02   2.14e-02   2.08e-02   2.01e-02
212   2.10e-02   2.09e-02   2.03e-02   2.05e-02
213   2.18e-02   2.16e-02   2.09e-02   2.08e-02
214   2.19e-02   2.16e-02   2.08e-02   2.01e-02
215   2.23e-02   2.18e-02   2.09e-02   1.98e-02
216   2.04e-02   2.00e-02   1.91e-02   1.96e-02
217   2.07e-02   2.01e-02   1.92e-02   1.96e-02
218   2.10e-02   2.04e-02   1.93e-02   1.88e-02
219   1.94e-02   1.87e-02   1.77e-02   1.82e-02
220   2.01e-02   1.94e-02   1.83e-02   1.74e-02
221   1.92e-02   1.84e-02   1.72e-02   1.75e-02
222   1.90e-02   1.82e-02   1.70e-02   1.65e-02
223   1.94e-02   1.85e-02   1.71e-02   1.61e-02
224   1.78e-02   1.68e-02   1.55e-02   1.50e-02
225   1.73e-02   1.64e-02   1.50e-02   1.40e-02
226   1.65e-02   1.55e-02   1.42e-02   1.37e-02
227   1.63e-02   1.53e-02   1.39e-02   1.33e-02
228   1.53e-02   1.43e-02   1.29e-02   1.24e-02
229   1.43e-02   1.33e-02   1.20e-02   1.17e-02
230   1.38e-02   1.27e-02   1.14e-02   1.08e-02
231   1.36e-02   1.25e-02   1.12e-02   9.76e-03
232   1.27e-02   1.16e-02   1.03e-02   9.87e-03
233   1.08e-02   9.82e-03   8.68e-03   8.74e-03
234   1.07e-02   9.70e-03   8.53e-03   7.90e-03
235   9.63e-03   8.64e-03   7.55e-03   7.36e-03
236   8.89e-03   7.95e-03   6.93e-03   7.03e-03
237   8.24e-03   7.33e-03   6.34e-03   5.77e-03
238   7.82e-03   6.91e-03   5.95e-03   5.72e-03
239   7.18e-03   6.29e-03   5.37e-03   5.09e-03
240   7.02e-03   6.16e-03   5.25e-03   4.57e-03
241   6.01e-03   5.23e-03   4.43e-03   4.18e-03
242   5.53e-03   4.80e-03   4.04e-03   4.08e-03
243   5.57e-03   4.83e-03   4.07e-03   3.47e-03
244   5.11e-03   4.41e-03   3.69e-03   3.39e-03
245   4.46e-03   3.84e-03   3.22e-03   3.27e-03
246   4.07e-03   3.49e-03   2.91e-03   2.75e-03
247   3.78e-03   3.24e-03   2.69e-03   2.92e-03
248   3.59e-03   3.08e-03   2.57e-03   2.40e-03
249   3.45e-03   2.96e-03   2.47e-03   2.47e-03
250   3.14e-03   2.69e-03   2.24e-03   2.30e-03
251   3.14e-03   2.70e-03   2.26e-03   1.95e-03
252   2.73e-03   2.34e-03   1.95e-03   1.89e-03
253   2.73e-03   2.35e-03   1.97e-03   1.77e-03
254   2.48e-03   2.14e-03   1.79e-03   1.66e-03
255   2.21e-03   1.91e-03   1.60e-03   1.64e-03
256   2.08e-03   1.80e-03   1.52e-03   1.46e-03
257   1.91e-03   1.65e-03   1.40e-03   1.40e-03
258   1.80e-03   1.55e-03   1.31e-03   1.25e-03
259   1.57e-03   1.36e-03   1.16e-03   1.17e-03
260   1.50e-03   1.29e-03   1.10e-03   1.05e-03
261   1.33e-03   1.15e-03   9.78e-04   9.08e-04
262   1.26e-03   1.09e-03   9.23e-04   8.39e-04
263   1.23e-03   1.06e-03   8.98e-04   8.61e-04
264   1.05e-03   9.05e-04   7.69e-04   6.81e-04
265   9.72e-04   8.39e-04   7.12e-04   6.60e-04
266   7.91e-04   6.85e-04   5.83e-04   5.80e-04
267   7.55e-04   6.51e-04   5.53e-04   4.98e-04
268   6.40e-04   5.52e-04   4.71e-04   4.52e-04
269   5.74e-04   4.94e-04   4.20e-04   4.34e-04
270   5.11e-04   4.40e-04   3.74e-04   3.79e-04
271   4.68e-04   4.00e-04   3.40e-04   3.04e-04
272   4.57e-04   3.89e-04   3.29e-04   2.94e-04
273   3.75e-04   3.20e-04   2.72e-04   2.94e-04
274   3.81e-04   3.21e-04   2.70e-04   2.17e-04
275   2.96e-04   2.50e-04   2.13e-04   2.16e-04
276   2.64e-04   2.22e-04   1.89e-04   1.86e-04
277   2.24e-04   1.88e-04   1.60e-04   1.70e-04
278   1.83e-04   1.53e-04   1.31e-04   1.46e-04
279   1.76e-04   1.47e-04   1.26e-04   1.31e-04
280   1.56e-04   1.30e-04   1.11e-04   9.86e-05
281   1.33e-04   1.10e-04   9.50e-05   9.04e-05
282   1.29e-04   1.06e-04   9.16e-05   9.10e-05
283   1.12e-04   9.26e-05   8.10e-05   8.27e-05
284   9.39e-05   7.72e-05   6.79e-05   6.80e-05
285   7.49e-05   6.11e-05   5.50e-05   7.23e-05
286   6.74e-05   5.50e-05   4.92e-05   5.51e-05
287   5.47e-05   4.47e-05   4.12e-05   5.27e-05
288   5.13e-05   4.16e-05   3.81e-05   5.24e-05
289   4.29e-05   3.47e-05   3.24e-05   4.08e-05
290   4.22e-05   3.36e-05   3.14e-05   3.78e-05
291   3.37e-05   2.72e-05   2.68e-05   3.42e-05
292   2.36e-05   1.91e-05   1.99e-05   3.05e-05
293   2.41e-05   1.90e-05   1.96e-05   2.90e-05
294   1.95e-05   1.56e-05   1.67e-05   2.66e-05
295   1.64e-05   1.31e-05   1.48e-05   2.49e-05
296   1.43e-05   1.13e-05   1.29e-05   2.29e-05
297   1.24e-05   9.73e-06   1.15e-05   2.16e-05
298   1.05e-05   8.27e-06   1.04e-05   2.04e-05
299   8.85e-06   6.95e-06   8.94e-06   1.88e-05
300   7.53e-06   5.92e-06   8.22e-06   1.82e-05
301   5.93e-06   4.71e-06   7.13e-06   1.65e-05
302   5.51e-06   4.28e-06   6.67e-06   1.57e-05
303   4.77e-06   3.78e-06   6.48e-06   1.62e-05
304   3.81e-06   3.03e-06   5.46e-06   1.53e-05
305   3.60e-06   2.83e-06   5.37e-06   1.48e-05
306   3.23e-06   2.58e-06   4.97e-06   1.32e-05
307   2.95e-06   2.28e-06   4.65e-06   1.34e-05
308   2.40e-06   1.87e-06   4.42e-06   1.32e-05
309   2.19e-06   1.67e-06   4.04e-06   1.30e-05
310   2.08e-06   1.61e-06   4.29e-06   1.26e-05
311   1.94e-06   1.48e-06   3.72e-06   1.20e-05
312   1.71e-06   1.30e-06   3.73e-06   1.09e-05
313   1.55e-06   1.16e-06   3.69e-06   1.06e-05
314   1.39e-06   1.05e-06   3.11e-06   1.01e-05
315   1.44e-06   1.07e-06   3.06e-06   1.03e-05
316   1.28e-06   9.48e-07   3.06e-06   9.72e-06
317   1.21e-06   8.94e-07   2.85e-06   9.53e-06
318   1.17e-06   8.70e-07   2.91e-06   9.31e-06
319   1.06e-06   7.84e-07   2.68e-06   9.75e-06
320   1.01e-06   7.40e-07   2.69e-06   8.97e-06
321   9.23e-07   6.79e-07   2.57e-06   9.01e-06
322   8.54e-07   6.44e-07   2.48e-06   7.92e-06
323   8.51e-07   6.39e-07   2.40e-06   8.26e-06
324   8.01e-07   5.99e-07   2.48e-06   8.14e-06
325   7.08e-07   5.19e-07   2.12e-06   7.25e-06
326   7.23e-07   5.14e-07   2.11e-06   7.11e-06
327   6.29e-07   4.68e-07   2.04e-06   7.51e-06
328   6.08e-07   4.60e-07   2.02e-06   6.99e-06
329   5.86e-07   4.29e-07   1.86e-06   6.23e-06
330   5.29e-07   3.86e-07   1.83e-06   6.60e-06
331   5.11e-07   3.78e-07   1.84e-06   5.98e-06
332   4.81e-07   3.51e-07   1.68e-06   5.43e-06
333   4.40e-07   3.17e-07   1.53e-06   5.24e-06
334   4.33e-07   3.22e-07   1.66e-06   5.38e-06
335   3.87e-07   2.85e-07   1.55e-06   5.52e-06
336   3.74e-07   2.76e-07   1.54e-06   4.94e-06
337   3.48e-07   2.61e-07   1.41e-06   5.39e-06
338   3.11e-07   2.38e-07   1.45e-06   5.09e-06
339   2.81e-07   2.18e-07   1.31e-06   4.84e-06
340   2.75e-07   2.07e-07   1.27e-06   4.53e-06
341   2.39e-07   1.78e-07   1.24e-06   4.42e-06
342   2.23e-07   1.77e-07   1.25e-06   4.17e-06
343   2.10e-07   1.61e-07   1.14e-06   4.73e-06
344   1.94e-07   1.47e-07   1.04e-06   4.02e-06
345   1.83e-07   1.36e-07   1.10e-06   3.71e-06
346   1.61e-07   1.23e-07   1.15e-06   4.00e-06
347   1.54e-07   1.17e-07   1.07e-06   3.49e-06
348   1.33e-07   9.53e-08   9.19e-07   3.39e-06
349   1.25e-07   9.09e-08   9.14e-07   3.26e-06
350   1.22e-07   8.54e-08   9.24e-07   3.38e-06
351   1.11e-07   7.71e-08   9.23e-07   2.88e-06
352   1.02e-07   6.95e-08   8.43e-07   2.91e-06
353   1.01e-07   6.83e-08   7.86e-07   2.70e-06
354   9.11e-08   5.83e-08   7.92e-07   2.90e-06
355   8.75e-08   5.12e-08   7.32e-07   2.56e-06
356   8.31e-08   4.86e-08   7.31e-07   2.43e-06
357   8.14e-08   4.91e-08   7.35e-07   2.68e-06
358   7.64e-08   4.35e-08   6.63e-07   2.37e-06
359   7.69e-08   4.63e-08   6.43e-07   2.34e-06
360   6.97e-08   4.29e-08   6.32e-07   2.28e-06
361   6.55e-08   3.69e-08   6.10e-07   2.20e-06
362   6.11e-08   3.71e-08   5.81e-07   2.42e-06
363   5.60e-08   3.24e-08   5.44e-07   2.02e-06
364   5.62e-08   3.41e-08   5.31e-07   2.04e-06
365   5.32e-08   3.33e-08   5.12e-07   1.76e-06
366   4.89e-08   2.83e-08   5.11e-07   1.91e-06
367   4.79e-08   2.83e-08   5.17e-07   1.62e-06
368   4.64e-08   2.50e-08   5.13e-07   1.85e-06
369   4.44e-08   2.48e-08   4.74e-07   1.69e-06
370   4.23e-08   2.30e-08   4.43e-07   1.60e-06
371   4.03e-08   2.09e-08   4.40e-07   1.63e-06
372   3.88e-08   2.05e-08   4.18e-07   1.40e-06
373   3.75e-08   2.04e-08   3.91e-07   1.45e-06
374   3.77e-08   2.06e-08   3.69e-07   1.33e-06
375   3.69e-08   2.12e-08   3.57e-07   1.53e-06
376   3.48e-08   2.05e-08   3.49e-07   1.21e-06
377   3.23e-08   1.77e-08   3.38e-07   1.14e-06
378   3.02e-08   1.57e-08   3.27e-07   1.19e-06
379   2.92e-08   1.66e-08   3.13e-07   1.21e-06
380   2.92e-08   1.69e-08   2.93e-07   1.22e-06
381   2.91e-08   1.73e-08   3.04e-07   1.05e-06
382   2.67e-08   1.55e-08   3.06e-07   9.68e-07
383   2.58e-08   1.50e-08   2.78e-07   8.83e-07
384   2.60e-08   1.51e-08   2.71e-07   9.32e-07
385   2.58e-08   1.48e-08   2.65e-07   9.08e-07
386   2.45e-08   1.37e-08   2.82e-07   9.11e-07
387   2.26e-08   1.15e-08   2.56e-07   8.64e-07
388   2.24e-08   1.21e-08   2.58e-07   8.28e-07
389   2.15e-08   1.17e-08   2.28e-07   8.66e-07
390   2.21e-08   1.07e-08   2.50e-07   8.54e-07
391   1.99e-08   1.02e-08   2.37e-07   7.49e-07
392   1.96e-08   9.84e-09   2.12e-07   7.05e-07
393   1.85e-08   8.27e-09   2.03e-07   7.71e-07
394   1.79e-08   8.65e-09   2.13e-07   7.76e-07
395   1.77e-08   8.86e-09   2.22e-07   7.47e-07
396   1.68e-08   8.06e-09   2.11e-07   6.82e-07
397   1.55e-08   7.16e-09   1.87e-07   6.70e-07
398   1.67e-08   8.24e-09   2.02e-07   6.23e-07
399   1.51e-08   6.88e-09   1.73e-07   6.95e-07
400   1.49e-08   6.46e-09   1.75e-07   6.34e-07
401   1.47e-08   6.68e-09   1.62e-07   6.00e-07
402   1.40e-08   6.54e-09   1.71e-07   6.42e-07
403   1.30e-08   5.52e-09   1.70e-07   5.93e-07
404   1.29e-08   6.72e-09   1.66e-07   6.04e-07
405   1.26e-08   5.87e-09   1.59e-07   6.31e-07
406   1.21e-08   5.56e-09   1.51e-07   5.66e-07
407   1.15e-08   5.20e-09   1.44e-07   5.62e-07
408   1.15e-08   4.41e-09   1.50e-07   5.72e-07
409   1.09e-08   3.94e-09   1.44e-07   5.38e-07
410   9.97e-09   3.96e-09   1.37e-07   4.88e-07
411   9.53e-09   4.24e-09   1.44e-07   5.09e-07
412   9.52e-09   3.90e-09   1.44e-07   4.98e-07
413   9.52e-09   2.82e-09   1.25e-07   4.57e-07
414   9.12e-09   3.14e-09   1.33e-07   4.36e-07
415   9.25e-09   3.15e-09   1.33e-07   4.67e-07
416   8.69e-09   3.18e-09   1.17e-07   4.79e-07
417   8.56e-09   3.44e-09   1.23e-07   3.93e-07
418   7.83e-09   2.77e-09   1.09e-07   4.25e-07
419   7.67e-09   2.32e-09   1.06e-07   4.36e-07
420   7.63e-09   2.99e-09   1.12e-07   4.08e-07
421   7.04e-09   2.60e-09   1.03e-07   3.98e-07
422   7.30e-09   2.42e-09   9.87e-08   3.81e-07
423   7.06e-09   2.16e-09   9.85e-08   3.54e-07
424   7.05e-09   1.60e-09   1.00e-07   3.56e-07
425   6.56e-09   2.51e-09   9.64e-08   3.61e-07
426   6.33e-09   2.15e-09   8.90e-08   3.46e-07
427   6.36e-09   1.52e-09   9.75e-08   3.34e-07
428   6.44e-09   2.05e-09   1.01e-07   3.50e-07
429   6.30e-09   1.96e-09   8.44e-08   3.32e-07
430   6.16e-09   2.06e-09   8.88e-08   2.93e-07
431   5.92e-09   1.81e-09   8.00e-08   2.88e-07
432   6.04e-09   2.03e-09   7.96e-08   2.99e-07
433   5.82e-09   1.59e-09   7.85e-08   2.56e-07
434   5.87e-09   1.84e-09   8.03e-08   2.72e-07
435   5.60e-09   1.90e-09   7.97e-08   2.60e-07
436   5.62e-09   1.87e-09   7.63e-08   2.58e-07
437   5.24e-09   1.77e-09   7.31e-08   2.78e-07
438   5.38e-09   9.63e-10   7.03e-08   2.53e-07
439   5.26e-09   1.31e-09   6.47e-08   2.39e-07
440   5.20e-09   1.21e-09   6.22e-08   2.44e-07
441   4.99e-09   1.78e-09   6.00e-08   2.31e-07
442   4.99e-09   1.56e-09   6.03e-08   2.20e-07
443   4.73e-09   1.10e-09   5.61e-08   2.24e-07
444   4.84e-09   1.58e-09   5.92e-08   2.07e-07
445   4.52e-09   1.38e-09   5.56e-08   2.24e-07
446   4.42e-09   1.12e-09   5.25e-08   1.98e-07
447   4.31e-09   1.21e-09   5.27e-08   1.93e-07
