# BICEP2 2014 Data Release
# The BICEP2 Collaboration, BICEP2 2014 I: DETECTION OF B-mode POLARIZATION AT DEGREE ANGULAR SCALES
# http://bicepkeck.org/bicep2_2014_release/
#
# File: B2_3yr_bpwf_bin2_20140314.txt 
# Date: 2014-03-14 
# 
# BICEP2 bandpower window functions for bin #2 (ell~ 73.9)
# See Section 6.3 of BICEP2 2014 I.
# 
# Columns: ell   TT->TT     TE->TE     EE->EE     BB->BB 
107   1.20e-03   1.04e-03   8.99e-04   9.98e-04
108   9.59e-04   8.29e-04   7.20e-04   7.58e-04
109   7.97e-04   6.90e-04   6.03e-04   6.76e-04
110   7.19e-04   6.28e-04   5.55e-04   6.49e-04
111   6.72e-04   5.92e-04   5.28e-04   5.41e-04
112   5.44e-04   4.82e-04   4.36e-04   4.64e-04
113   4.55e-04   4.07e-04   3.76e-04   4.33e-04
114   4.08e-04   3.70e-04   3.48e-04   3.87e-04
115   3.64e-04   3.32e-04   3.16e-04   3.59e-04
116   3.08e-04   2.84e-04   2.73e-04   3.20e-04
117   2.45e-04   2.30e-04   2.28e-04   2.98e-04
118   2.11e-04   1.99e-04   2.01e-04   2.45e-04
119   1.83e-04   1.72e-04   1.74e-04   2.57e-04
120   1.54e-04   1.49e-04   1.56e-04   2.23e-04
121   1.33e-04   1.26e-04   1.35e-04   1.98e-04
122   1.15e-04   1.12e-04   1.23e-04   1.81e-04
123   8.82e-05   8.77e-05   1.01e-04   1.71e-04
124   7.65e-05   7.47e-05   8.82e-05   1.34e-04
125   6.51e-05   6.34e-05   7.60e-05   1.35e-04
126   5.13e-05   4.99e-05   6.37e-05   1.15e-04
127   4.20e-05   4.10e-05   5.54e-05   1.03e-04
128   3.48e-05   3.40e-05   4.72e-05   1.07e-04
129   2.69e-05   2.59e-05   3.77e-05   9.68e-05
130   2.27e-05   2.24e-05   3.64e-05   7.49e-05
131   1.84e-05   1.76e-05   3.08e-05   6.69e-05
132   1.56e-05   1.47e-05   2.78e-05   7.03e-05
133   1.19e-05   1.14e-05   2.54e-05   6.61e-05
134   9.69e-06   9.24e-06   2.21e-05   6.36e-05
135   7.76e-06   6.96e-06   1.99e-05   6.49e-05
136   6.73e-06   6.02e-06   1.92e-05   6.09e-05
137   5.47e-06   4.80e-06   1.71e-05   5.59e-05
138   4.74e-06   3.84e-06   1.64e-05   6.28e-05
139   3.90e-06   3.32e-06   1.59e-05   5.46e-05
140   3.65e-06   3.19e-06   1.51e-05   5.57e-05
141   3.04e-06   2.54e-06   1.52e-05   5.08e-05
142   2.94e-06   2.37e-06   1.51e-05   4.80e-05
143   2.34e-06   1.93e-06   1.53e-05   4.66e-05
144   2.16e-06   1.66e-06   1.29e-05   5.06e-05
145   1.98e-06   1.56e-06   1.30e-05   4.46e-05
146   1.76e-06   1.20e-06   1.22e-05   4.83e-05
147   1.45e-06   1.01e-06   1.22e-05   4.17e-05
148   1.34e-06   8.58e-07   1.17e-05   4.17e-05
149   1.38e-06   8.05e-07   1.22e-05   3.82e-05
150   1.28e-06   7.25e-07   1.18e-05   3.96e-05
151   1.10e-06   5.44e-07   1.08e-05   4.67e-05
152   1.06e-06   5.56e-07   1.04e-05   3.73e-05
153   9.22e-07   4.52e-07   9.28e-06   3.91e-05
154   8.52e-07   4.15e-07   9.84e-06   3.69e-05
155   8.26e-07   4.06e-07   9.56e-06   3.27e-05
156   7.56e-07   2.86e-07   8.84e-06   3.03e-05
157   7.35e-07   3.73e-07   8.70e-06   3.26e-05
158   7.26e-07   2.77e-07   8.42e-06   3.16e-05
159   7.37e-07   2.67e-07   8.05e-06   2.79e-05
160   6.65e-07   2.80e-07   6.82e-06   2.67e-05
161   5.94e-07   2.20e-07   7.66e-06   2.79e-05
162   5.40e-07   2.02e-07   7.64e-06   2.75e-05
163   5.13e-07   1.88e-07   6.44e-06   2.72e-05
164   5.05e-07   2.14e-07   6.46e-06   2.46e-05
165   4.52e-07   1.53e-07   6.22e-06   2.45e-05
166   4.92e-07   1.81e-07   6.51e-06   2.30e-05
167   4.84e-07   1.83e-07   6.31e-06   2.41e-05
168   4.25e-07   1.45e-07   5.82e-06   2.20e-05
169   3.75e-07   1.06e-07   5.56e-06   2.34e-05
170   3.76e-07   9.63e-08   5.37e-06   2.19e-05
171   4.13e-07   1.18e-07   5.14e-06   2.02e-05
172   3.65e-07   1.19e-07   5.21e-06   2.12e-05
173   3.87e-07   1.33e-07   5.00e-06   2.27e-05
174   3.75e-07   1.38e-07   5.35e-06   2.00e-05
175   3.22e-07   1.20e-07   4.57e-06   1.87e-05
176   3.20e-07   1.17e-07   4.76e-06   2.14e-05
177   3.46e-07   1.54e-07   4.75e-06   1.75e-05
178   3.34e-07   1.22e-07   4.75e-06   1.89e-05
179   3.07e-07   9.10e-08   4.09e-06   1.81e-05
180   2.89e-07   9.67e-08   4.39e-06   1.82e-05
181   2.84e-07   1.19e-07   4.09e-06   1.87e-05
182   2.57e-07   1.21e-07   4.48e-06   1.60e-05
183   2.53e-07   1.07e-07   4.30e-06   1.86e-05
184   2.78e-07   9.65e-08   3.92e-06   1.82e-05
185   2.32e-07   1.20e-07   3.98e-06   1.77e-05
186   2.18e-07   1.03e-07   4.15e-06   1.77e-05
187   2.21e-07   1.09e-07   4.60e-06   1.55e-05
188   2.15e-07   1.18e-07   3.81e-06   1.81e-05
189   2.01e-07   1.16e-07   4.16e-06   1.57e-05
190   1.88e-07   1.01e-07   3.56e-06   1.72e-05
191   1.77e-07   8.85e-08   3.81e-06   1.38e-05
192   1.62e-07   8.02e-08   3.85e-06   1.42e-05
193   1.55e-07   7.22e-08   3.73e-06   1.45e-05
194   1.41e-07   6.81e-08   3.56e-06   1.43e-05
195   1.25e-07   5.56e-08   3.40e-06   1.44e-05
196   1.29e-07   7.48e-08   3.66e-06   1.39e-05
197   1.22e-07   7.98e-08   3.54e-06   1.33e-05
198   1.05e-07   4.08e-08   3.17e-06   1.28e-05
199   1.02e-07   5.20e-08   3.18e-06   1.20e-05
200   8.98e-08   3.76e-08   3.11e-06   1.15e-05
201   7.99e-08   3.92e-08   3.38e-06   1.26e-05
202   8.14e-08   3.87e-08   3.31e-06   1.16e-05
203   6.58e-08   2.92e-08   3.15e-06   1.22e-05
204   6.53e-08   2.38e-08   2.99e-06   1.22e-05
205   5.91e-08   2.32e-08   3.14e-06   1.26e-05
206   5.79e-08   2.11e-08   2.89e-06   1.11e-05
207   5.38e-08   1.64e-08   2.45e-06   1.14e-05
208   4.61e-08   1.33e-08   2.57e-06   1.08e-05
209   4.69e-08   2.11e-08   2.58e-06   1.06e-05
210   4.02e-08   9.42e-09   2.40e-06   1.15e-05
211   4.11e-08   1.65e-08   2.37e-06   1.06e-05
212   4.00e-08   5.63e-09   2.22e-06   1.05e-05
213   3.72e-08   1.45e-08   2.46e-06   9.84e-06
214   3.87e-08   1.39e-08   2.48e-06   9.88e-06
215   3.42e-08   1.04e-08   2.51e-06   9.63e-06
216   3.29e-08   6.04e-09   2.09e-06   9.59e-06
217   3.12e-08   9.97e-09   2.09e-06   9.95e-06
218   2.91e-08   1.42e-08   2.13e-06   8.21e-06
219   2.84e-08   1.08e-08   1.85e-06   8.09e-06
220   2.74e-08   9.39e-09   1.99e-06   8.28e-06
221   2.49e-08   9.07e-09   1.86e-06   9.09e-06
222   2.43e-08   4.58e-09   1.83e-06   9.32e-06
223   2.35e-08   6.48e-09   2.22e-06   8.21e-06
224   2.12e-08   3.16e-09   1.88e-06   7.19e-06
225   2.04e-08   4.41e-09   1.83e-06   7.01e-06
226   2.15e-08   1.03e-08   1.77e-06   7.31e-06
227   1.95e-08   5.13e-09   1.75e-06   7.23e-06
228   1.77e-08   6.39e-09   1.59e-06   6.91e-06
229   1.68e-08   9.97e-09   1.57e-06   6.51e-06
230   1.65e-08   1.05e-08   1.62e-06   6.72e-06
231   1.66e-08   6.30e-09   1.57e-06   6.78e-06
232   1.59e-08   3.17e-09   1.48e-06   6.97e-06
233   1.40e-08   4.68e-09   1.45e-06   6.74e-06
234   1.36e-08   3.75e-09   1.58e-06   6.53e-06
235   1.29e-08   5.85e-09   1.59e-06   6.80e-06
236   1.30e-08   5.31e-09   1.31e-06   6.98e-06
237   1.26e-08   4.08e-09   1.49e-06   5.47e-06
238   1.22e-08   2.32e-09   1.47e-06   6.44e-06
239   1.05e-08   3.71e-09   1.48e-06   6.18e-06
240   1.15e-08   3.59e-09   1.40e-06   5.49e-06
241   1.06e-08   1.87e-09   1.29e-06   5.63e-06
242   9.61e-09   2.34e-09   1.31e-06   5.53e-06
243   1.08e-08   4.01e-09   1.20e-06   5.34e-06
244   9.49e-09   -2.63e-10   1.19e-06   5.65e-06
245   9.86e-09   2.85e-10   1.00e-06   4.74e-06
246   8.86e-09   2.93e-09   1.23e-06   4.88e-06
247   8.03e-09   4.38e-09   1.20e-06   4.62e-06
248   7.96e-09   3.39e-09   1.05e-06   4.49e-06
249   8.05e-09   1.05e-09   1.10e-06   4.35e-06
250   7.19e-09   2.39e-09   1.09e-06   3.80e-06
251   6.84e-09   1.76e-09   9.71e-07   3.87e-06
252   6.16e-09   2.43e-09   8.68e-07   4.15e-06
253   6.45e-09   -1.75e-10   8.93e-07   3.88e-06
254   6.19e-09   1.76e-09   9.14e-07   3.60e-06
255   6.20e-09   1.14e-09   8.30e-07   3.71e-06
256   5.73e-09   3.56e-09   8.06e-07   3.33e-06
257   6.03e-09   2.53e-09   7.95e-07   3.26e-06
258   5.64e-09   1.43e-09   7.84e-07   3.24e-06
259   5.21e-09   6.50e-10   7.37e-07   3.23e-06
260   4.99e-09   3.17e-09   6.85e-07   3.12e-06
261   5.11e-09   1.02e-09   7.49e-07   2.86e-06
262   4.62e-09   1.13e-09   7.55e-07   2.60e-06
263   4.36e-09   1.24e-09   6.89e-07   2.78e-06
264   3.93e-09   1.45e-09   6.80e-07   2.96e-06
265   4.08e-09   1.26e-09   6.42e-07   2.52e-06
266   3.41e-09   9.04e-10   5.91e-07   2.47e-06
267   3.23e-09   7.28e-11   5.62e-07   2.48e-06
268   3.50e-09   3.67e-10   5.94e-07   2.40e-06
269   3.03e-09   -4.21e-10   5.32e-07   2.05e-06
270   2.55e-09   6.40e-10   4.79e-07   2.14e-06
271   2.76e-09   -7.34e-11   5.06e-07   2.08e-06
272   2.60e-09   1.36e-10   5.18e-07   2.10e-06
273   2.32e-09   2.92e-10   4.46e-07   1.85e-06
274   2.30e-09   4.36e-11   4.31e-07   1.77e-06
275   2.19e-09   -7.17e-10   4.07e-07   1.67e-06
276   2.23e-09   4.93e-10   4.04e-07   1.62e-06
277   1.92e-09   3.50e-11   3.83e-07   1.51e-06
278   1.90e-09   -3.78e-10   4.04e-07   1.71e-06
279   1.80e-09   9.59e-10   3.73e-07   1.52e-06
280   1.70e-09   3.35e-10   3.44e-07   1.39e-06
281   1.76e-09   3.53e-10   3.27e-07   1.31e-06
282   1.56e-09   9.23e-10   3.74e-07   1.43e-06
283   1.64e-09   -5.92e-11   3.61e-07   1.48e-06
284   1.57e-09   -1.94e-10   3.40e-07   1.30e-06
285   1.65e-09   1.04e-09   3.65e-07   1.36e-06
286   1.47e-09   4.90e-10   3.32e-07   1.25e-06
287   1.44e-09   6.10e-10   3.28e-07   1.37e-06
288   1.35e-09   4.51e-10   2.95e-07   1.52e-06
289   1.23e-09   -1.35e-10   2.92e-07   1.21e-06
290   1.35e-09   9.04e-10   3.04e-07   1.37e-06
291   1.33e-09   2.66e-10   3.01e-07   1.24e-06
292   1.31e-09   2.86e-10   2.89e-07   1.15e-06
293   1.17e-09   9.71e-10   3.04e-07   1.12e-06
294   1.16e-09   2.45e-10   2.71e-07   1.23e-06
295   1.31e-09   6.90e-10   2.66e-07   1.17e-06
296   1.19e-09   8.58e-10   2.73e-07   1.05e-06
297   1.12e-09   1.16e-09   2.69e-07   9.61e-07
298   1.10e-09   1.04e-09   2.52e-07   1.00e-06
299   1.02e-09   2.81e-10   2.24e-07   9.78e-07
300   9.61e-10   5.83e-10   2.09e-07   9.45e-07
301   9.77e-10   1.60e-10   2.02e-07   8.97e-07
302   9.63e-10   5.76e-10   1.99e-07   8.81e-07
303   9.11e-10   3.19e-10   2.22e-07   8.63e-07
304   9.02e-10   3.87e-10   1.94e-07   8.31e-07
305   8.70e-10   7.61e-10   1.87e-07   7.64e-07
306   7.88e-10   3.48e-10   1.82e-07   7.58e-07
307   7.72e-10   -2.90e-10   1.77e-07   7.10e-07
308   7.00e-10   4.11e-10   1.76e-07   6.94e-07
309   7.10e-10   4.62e-10   1.56e-07   6.88e-07
310   7.12e-10   3.23e-10   1.62e-07   6.45e-07
311   6.78e-10   1.03e-11   1.47e-07   6.62e-07
312   6.69e-10   -1.72e-10   1.56e-07   6.09e-07
313   6.64e-10   1.08e-10   1.61e-07   5.68e-07
314   6.27e-10   4.19e-10   1.36e-07   5.74e-07
315   5.81e-10   2.56e-10   1.33e-07   5.71e-07
316   5.70e-10   2.57e-10   1.33e-07   5.29e-07
317   5.57e-10   2.25e-10   1.20e-07   5.37e-07
318   5.62e-10   -6.65e-11   1.24e-07   4.77e-07
319   5.83e-10   7.65e-11   1.22e-07   5.15e-07
320   5.50e-10   -3.45e-10   1.18e-07   5.03e-07
321   5.44e-10   7.50e-11   1.11e-07   5.01e-07
322   5.19e-10   1.17e-10   1.09e-07   3.97e-07
323   5.49e-10   -9.21e-11   1.05e-07   4.14e-07
324   5.70e-10   -7.19e-11   1.08e-07   3.89e-07
325   5.14e-10   1.77e-10   9.37e-08   4.05e-07
326   5.33e-10   -1.43e-10   9.17e-08   3.67e-07
327   5.54e-10   -7.14e-11   9.37e-08   3.79e-07
328   5.81e-10   -2.01e-10   8.52e-08   3.53e-07
329   5.62e-10   -4.75e-11   8.37e-08   3.15e-07
330   5.45e-10   -2.66e-10   7.71e-08   3.26e-07
331   5.29e-10   -3.22e-10   7.85e-08   3.21e-07
332   5.80e-10   3.84e-11   7.55e-08   2.90e-07
333   5.49e-10   -3.14e-10   7.41e-08   2.64e-07
334   5.88e-10   -1.71e-10   7.41e-08   2.63e-07
335   5.47e-10   -1.45e-10   6.47e-08   2.82e-07
336   5.87e-10   2.47e-12   6.43e-08   2.66e-07
337   5.48e-10   3.62e-11   6.55e-08   2.63e-07
338   5.61e-10   -4.48e-11   6.48e-08   2.47e-07
339   5.25e-10   -5.02e-10   5.46e-08   2.33e-07
340   5.29e-10   -3.81e-10   5.91e-08   2.22e-07
341   5.42e-10   -2.30e-10   5.43e-08   2.08e-07
342   5.46e-10   -4.18e-10   5.46e-08   2.06e-07
343   5.14e-10   -2.47e-10   5.17e-08   2.27e-07
344   5.17e-10   -3.08e-10   4.74e-08   1.88e-07
345   5.15e-10   -2.73e-10   5.11e-08   1.77e-07
346   5.03e-10   -4.11e-11   4.69e-08   1.78e-07
347   5.60e-10   -4.14e-10   4.49e-08   1.71e-07
348   5.41e-10   -1.78e-10   4.09e-08   1.58e-07
349   5.33e-10   -3.10e-10   3.90e-08   1.61e-07
350   5.28e-10   -1.55e-10   4.30e-08   1.58e-07
351   4.85e-10   -1.75e-10   3.94e-08   1.44e-07
352   5.08e-10   -2.20e-10   3.74e-08   1.45e-07
353   5.09e-10   -4.22e-10   3.78e-08   1.34e-07
354   4.74e-10   -2.89e-10   3.55e-08   1.39e-07
355   4.86e-10   -3.42e-10   3.21e-08   1.29e-07
356   4.37e-10   -1.68e-10   3.38e-08   1.22e-07
357   4.32e-10   -9.85e-11   3.28e-08   1.21e-07
358   4.70e-10   -2.04e-10   2.97e-08   1.13e-07
359   4.62e-10   -1.35e-10   3.19e-08   1.13e-07
360   4.32e-10   -2.11e-10   3.12e-08   1.14e-07
361   4.25e-10   -2.30e-10   2.85e-08   1.08e-07
362   4.31e-10   -1.57e-10   2.50e-08   1.11e-07
363   3.95e-10   -1.11e-10   2.55e-08   1.03e-07
364   4.06e-10   -1.81e-10   2.55e-08   1.04e-07
365   4.21e-10   -1.65e-10   2.34e-08   9.17e-08
366   4.16e-10   -8.11e-11   2.43e-08   9.62e-08
367   3.63e-10   -1.54e-10   2.31e-08   8.26e-08
368   3.92e-10   -1.01e-10   2.27e-08   9.14e-08
369   4.46e-10   -1.22e-10   2.28e-08   7.90e-08
370   4.27e-10   -1.48e-10   2.09e-08   7.89e-08
371   4.17e-10   -2.11e-10   2.17e-08   7.89e-08
372   3.57e-10   -1.72e-10   2.01e-08   6.97e-08
373   3.69e-10   -1.23e-10   1.80e-08   7.36e-08
374   4.52e-10   -2.03e-10   1.81e-08   6.93e-08
375   4.26e-10   -2.22e-10   1.77e-08   7.14e-08
376   3.62e-10   -1.58e-10   1.67e-08   6.15e-08
377   3.68e-10   -6.09e-11   1.58e-08   5.94e-08
378   3.75e-10   4.97e-12   1.57e-08   5.74e-08
379   3.23e-10   -3.04e-11   1.60e-08   5.96e-08
380   3.22e-10   -1.67e-10   1.45e-08   6.36e-08
381   3.51e-10   -1.79e-10   1.61e-08   5.67e-08
382   2.97e-10   -7.92e-11   1.51e-08   5.36e-08
383   3.21e-10   -1.05e-10   1.45e-08   4.63e-08
384   3.20e-10   -1.59e-10   1.41e-08   5.27e-08
385   3.20e-10   -1.59e-10   1.26e-08   5.11e-08
386   2.94e-10   -9.32e-11   1.38e-08   4.93e-08
387   2.95e-10   -9.60e-11   1.27e-08   4.84e-08
388   2.86e-10   1.42e-11   1.31e-08   4.66e-08
389   2.73e-10   -7.92e-11   1.15e-08   4.84e-08
390   2.91e-10   -1.88e-10   1.31e-08   4.79e-08
391   2.54e-10   -9.37e-11   1.21e-08   4.19e-08
392   2.77e-10   -7.69e-11   1.14e-08   4.04e-08
393   2.41e-10   -1.15e-10   1.04e-08   4.34e-08
394   2.32e-10   -5.86e-11   1.14e-08   4.41e-08
395   2.55e-10   -7.44e-11   1.21e-08   3.92e-08
396   2.54e-10   -1.05e-10   1.14e-08   3.71e-08
397   2.18e-10   -6.92e-11   1.03e-08   3.78e-08
398   2.44e-10   -7.10e-11   1.03e-08   3.31e-08
399   2.37e-10   -8.89e-11   9.18e-09   3.80e-08
400   2.22e-10   -4.56e-11   9.22e-09   3.58e-08
401   2.15e-10   -3.90e-11   8.65e-09   3.33e-08
402   2.28e-10   -7.93e-11   9.29e-09   3.47e-08
403   2.09e-10   -4.10e-11   8.29e-09   3.32e-08
404   2.15e-10   -1.19e-11   8.66e-09   3.54e-08
405   2.08e-10   -4.63e-11   8.68e-09   3.44e-08
406   2.12e-10   -7.19e-11   8.00e-09   3.47e-08
407   2.01e-10   -9.30e-11   8.00e-09   3.11e-08
408   2.22e-10   -5.50e-11   7.59e-09   3.16e-08
409   2.20e-10   -2.72e-12   7.42e-09   3.08e-08
410   1.99e-10   1.05e-11   7.63e-09   2.75e-08
411   1.83e-10   -3.45e-11   7.97e-09   3.03e-08
412   1.78e-10   -4.72e-11   7.56e-09   2.90e-08
413   1.87e-10   -1.16e-11   6.54e-09   2.71e-08
414   2.03e-10   -1.15e-10   7.36e-09   2.54e-08
415   2.04e-10   -4.43e-11   6.81e-09   2.58e-08
416   2.08e-10   -3.04e-11   6.60e-09   2.64e-08
417   2.00e-10   -4.59e-11   6.26e-09   2.26e-08
418   1.83e-10   -1.57e-11   5.92e-09   2.54e-08
419   1.74e-10   -1.69e-11   5.63e-09   2.26e-08
420   1.81e-10   5.63e-12   5.60e-09   2.20e-08
421   1.66e-10   5.36e-12   5.40e-09   2.19e-08
422   1.87e-10   -1.04e-11   4.92e-09   1.99e-08
423   1.99e-10   -1.92e-11   4.92e-09   1.80e-08
424   1.94e-10   7.93e-12   5.05e-09   1.92e-08
425   1.64e-10   -2.21e-11   4.82e-09   1.79e-08
426   1.65e-10   -4.09e-12   4.43e-09   1.74e-08
427   1.73e-10   1.17e-12   4.79e-09   1.70e-08
428   1.77e-10   1.27e-11   4.79e-09   1.83e-08
429   1.63e-10   1.23e-11   4.23e-09   1.80e-08
430   1.74e-10   -6.55e-12   4.46e-09   1.60e-08
431   1.68e-10   -8.56e-12   4.00e-09   1.56e-08
432   1.58e-10   1.95e-11   4.01e-09   1.61e-08
433   1.70e-10   -2.78e-11   3.89e-09   1.36e-08
434   1.57e-10   2.10e-12   3.82e-09   1.38e-08
435   1.57e-10   -3.29e-11   3.84e-09   1.46e-08
436   1.61e-10   1.61e-11   3.59e-09   1.30e-08
437   1.55e-10   2.24e-12   3.53e-09   1.39e-08
438   1.46e-10   2.78e-11   3.45e-09   1.29e-08
439   1.50e-10   -1.09e-11   3.20e-09   1.26e-08
440   1.51e-10   -3.94e-12   3.26e-09   1.23e-08
441   1.46e-10   -1.69e-11   3.07e-09   1.20e-08
442   1.54e-10   -5.30e-12   2.84e-09   1.18e-08
443   1.52e-10   -1.34e-11   2.71e-09   1.17e-08
444   1.36e-10   1.65e-11   3.02e-09   1.10e-08
