# BICEP2 2014 Data Release
# The BICEP2 Collaboration, BICEP2 2014 I: DETECTION OF B-mode POLARIZATION AT DEGREE ANGULAR SCALES
# http://bicepkeck.org/bicep2_2014_release/
#
# File: B2_3yr_bpwf_bin7_20140314.txt 
# Date: 2014-03-14 
# 
# BICEP2 bandpower window functions for bin #7 (ell~248.4)
# See Section 6.3 of BICEP2 2014 I.
# 
# Columns: ell   TT->TT     TE->TE     EE->EE     BB->BB 
 97   7.63e-07   4.75e-07   9.71e-05   3.59e-04
 98   7.91e-07   5.70e-07   9.35e-05   3.55e-04
 99   8.53e-07   5.95e-07   1.02e-04   3.58e-04
100   8.70e-07   4.53e-07   9.73e-05   3.57e-04
101   8.42e-07   4.61e-07   9.34e-05   3.41e-04
102   8.42e-07   5.14e-07   8.93e-05   3.37e-04
103   9.45e-07   6.00e-07   1.00e-04   3.17e-04
104   8.95e-07   4.66e-07   1.02e-04   3.54e-04
105   9.69e-07   4.71e-07   1.04e-04   3.53e-04
106   9.35e-07   5.22e-07   9.95e-05   3.41e-04
107   9.78e-07   5.39e-07   9.96e-05   4.08e-04
108   9.79e-07   4.93e-07   1.10e-04   4.07e-04
109   9.91e-07   5.11e-07   1.09e-04   3.95e-04
110   1.03e-06   6.16e-07   1.04e-04   3.85e-04
111   1.10e-06   7.38e-07   1.06e-04   3.89e-04
112   1.16e-06   7.07e-07   1.11e-04   3.69e-04
113   1.22e-06   7.38e-07   1.15e-04   3.66e-04
114   1.28e-06   8.26e-07   1.16e-04   3.92e-04
115   1.36e-06   8.89e-07   1.15e-04   3.76e-04
116   1.38e-06   8.83e-07   1.08e-04   3.46e-04
117   1.34e-06   8.68e-07   9.71e-05   3.78e-04
118   1.41e-06   1.04e-06   1.03e-04   3.57e-04
119   1.48e-06   1.01e-06   9.29e-05   3.62e-04
120   1.53e-06   1.11e-06   9.12e-05   3.81e-04
121   1.62e-06   1.24e-06   1.00e-04   3.75e-04
122   1.73e-06   1.30e-06   1.04e-04   3.71e-04
123   1.74e-06   1.37e-06   9.43e-05   3.85e-04
124   1.79e-06   1.40e-06   1.08e-04   3.40e-04
125   1.90e-06   1.58e-06   1.13e-04   3.82e-04
126   1.93e-06   1.50e-06   1.10e-04   3.92e-04
127   1.99e-06   1.59e-06   1.02e-04   4.02e-04
128   1.96e-06   1.68e-06   9.70e-05   4.28e-04
129   1.88e-06   1.61e-06   1.00e-04   4.23e-04
130   2.13e-06   1.78e-06   1.05e-04   3.71e-04
131   2.07e-06   1.77e-06   1.09e-04   3.73e-04
132   2.24e-06   2.09e-06   1.14e-04   4.27e-04
133   2.22e-06   1.79e-06   1.07e-04   3.90e-04
134   2.34e-06   2.17e-06   1.05e-04   4.05e-04
135   2.34e-06   1.91e-06   1.02e-04   4.08e-04
136   2.41e-06   2.09e-06   1.09e-04   4.20e-04
137   2.46e-06   2.17e-06   1.02e-04   3.83e-04
138   2.60e-06   2.51e-06   1.02e-04   4.09e-04
139   2.70e-06   2.60e-06   9.70e-05   3.92e-04
140   2.90e-06   2.89e-06   1.05e-04   3.73e-04
141   2.79e-06   2.79e-06   9.67e-05   3.60e-04
142   3.07e-06   3.06e-06   1.03e-04   3.49e-04
143   2.90e-06   3.11e-06   1.07e-04   3.39e-04
144   2.97e-06   2.70e-06   9.10e-05   3.59e-04
145   3.09e-06   2.92e-06   8.95e-05   3.37e-04
146   2.99e-06   2.95e-06   8.73e-05   3.77e-04
147   2.90e-06   2.98e-06   8.67e-05   3.03e-04
148   3.11e-06   2.97e-06   8.62e-05   3.34e-04
149   3.26e-06   3.20e-06   8.21e-05   3.09e-04
150   3.46e-06   3.37e-06   9.02e-05   3.15e-04
151   3.43e-06   3.27e-06   7.84e-05   3.28e-04
152   3.69e-06   3.54e-06   8.19e-05   3.01e-04
153   3.55e-06   3.37e-06   7.98e-05   3.08e-04
154   3.72e-06   3.36e-06   7.78e-05   3.04e-04
155   3.77e-06   3.74e-06   8.25e-05   2.87e-04
156   3.88e-06   3.75e-06   7.81e-05   2.71e-04
157   4.34e-06   4.27e-06   7.63e-05   2.75e-04
158   4.28e-06   4.11e-06   7.40e-05   2.67e-04
159   4.73e-06   4.43e-06   7.25e-05   2.58e-04
160   4.64e-06   4.40e-06   6.59e-05   2.53e-04
161   4.83e-06   4.75e-06   7.14e-05   2.51e-04
162   5.00e-06   5.03e-06   6.92e-05   2.44e-04
163   5.07e-06   4.96e-06   6.15e-05   2.28e-04
164   5.55e-06   5.70e-06   6.72e-05   2.26e-04
165   5.58e-06   6.15e-06   6.49e-05   2.19e-04
166   5.97e-06   6.39e-06   6.75e-05   2.30e-04
167   6.16e-06   6.68e-06   6.82e-05   2.42e-04
168   6.38e-06   7.39e-06   6.68e-05   2.27e-04
169   7.00e-06   8.70e-06   6.63e-05   2.34e-04
170   7.60e-06   9.75e-06   6.68e-05   2.27e-04
171   7.95e-06   1.02e-05   6.79e-05   2.15e-04
172   8.77e-06   1.16e-05   6.92e-05   2.27e-04
173   9.50e-06   1.31e-05   7.27e-05   2.43e-04
174   1.11e-05   1.54e-05   7.79e-05   2.27e-04
175   1.14e-05   1.62e-05   7.03e-05   2.16e-04
176   1.37e-05   2.01e-05   8.05e-05   2.51e-04
177   1.63e-05   2.44e-05   8.81e-05   2.23e-04
178   1.75e-05   2.63e-05   9.12e-05   2.40e-04
179   2.00e-05   3.00e-05   8.94e-05   2.38e-04
180   2.50e-05   3.81e-05   1.04e-04   2.58e-04
181   2.95e-05   4.45e-05   1.15e-04   2.54e-04
182   3.54e-05   5.31e-05   1.27e-04   2.64e-04
183   4.49e-05   6.62e-05   1.47e-04   2.88e-04
184   5.13e-05   7.53e-05   1.55e-04   3.07e-04
185   6.14e-05   8.93e-05   1.74e-04   3.38e-04
186   8.34e-05   1.19e-04   2.14e-04   3.68e-04
187   1.02e-04   1.45e-04   2.54e-04   3.50e-04
188   1.31e-04   1.84e-04   2.96e-04   3.91e-04
189   1.51e-04   2.10e-04   3.34e-04   4.32e-04
190   1.94e-04   2.67e-04   4.01e-04   4.88e-04
191   2.30e-04   3.16e-04   4.61e-04   5.10e-04
192   2.96e-04   4.02e-04   5.70e-04   5.90e-04
193   3.30e-04   4.46e-04   6.28e-04   6.89e-04
194   4.41e-04   5.92e-04   8.12e-04   8.23e-04
195   5.02e-04   6.70e-04   9.03e-04   8.67e-04
196   5.82e-04   7.70e-04   1.03e-03   9.99e-04
197   6.77e-04   8.93e-04   1.18e-03   1.04e-03
198   7.77e-04   1.02e-03   1.32e-03   1.23e-03
199   9.02e-04   1.18e-03   1.52e-03   1.35e-03
200   1.00e-03   1.31e-03   1.67e-03   1.50e-03
201   1.20e-03   1.55e-03   1.97e-03   1.76e-03
202   1.28e-03   1.66e-03   2.10e-03   2.03e-03
203   1.46e-03   1.88e-03   2.37e-03   2.22e-03
204   1.57e-03   2.01e-03   2.52e-03   2.41e-03
205   1.80e-03   2.29e-03   2.86e-03   2.72e-03
206   2.18e-03   2.76e-03   3.41e-03   2.80e-03
207   2.20e-03   2.79e-03   3.43e-03   2.99e-03
208   2.55e-03   3.21e-03   3.93e-03   3.71e-03
209   2.63e-03   3.31e-03   4.04e-03   3.70e-03
210   2.83e-03   3.54e-03   4.31e-03   4.31e-03
211   3.22e-03   4.01e-03   4.84e-03   4.62e-03
212   3.48e-03   4.31e-03   5.18e-03   4.97e-03
213   3.91e-03   4.81e-03   5.75e-03   5.11e-03
214   4.06e-03   4.95e-03   5.88e-03   5.60e-03
215   4.76e-03   5.76e-03   6.78e-03   6.37e-03
216   4.76e-03   5.70e-03   6.65e-03   6.57e-03
217   5.49e-03   6.51e-03   7.53e-03   7.02e-03
218   6.19e-03   7.30e-03   8.38e-03   7.90e-03
219   6.22e-03   7.29e-03   8.33e-03   8.36e-03
220   7.17e-03   8.33e-03   9.45e-03   8.22e-03
221   6.92e-03   7.96e-03   8.94e-03   9.37e-03
222   8.26e-03   9.43e-03   1.05e-02   9.82e-03
223   9.30e-03   1.05e-02   1.17e-02   1.02e-02
224   9.51e-03   1.07e-02   1.17e-02   1.04e-02
225   1.03e-02   1.15e-02   1.25e-02   1.12e-02
226   1.12e-02   1.24e-02   1.34e-02   1.22e-02
227   1.23e-02   1.35e-02   1.44e-02   1.30e-02
228   1.22e-02   1.32e-02   1.40e-02   1.43e-02
229   1.28e-02   1.38e-02   1.46e-02   1.45e-02
230   1.42e-02   1.53e-02   1.61e-02   1.48e-02
231   1.57e-02   1.68e-02   1.75e-02   1.54e-02
232   1.60e-02   1.70e-02   1.76e-02   1.59e-02
233   1.54e-02   1.63e-02   1.68e-02   1.69e-02
234   1.73e-02   1.82e-02   1.86e-02   1.74e-02
235   1.75e-02   1.82e-02   1.85e-02   1.82e-02
236   1.79e-02   1.86e-02   1.89e-02   1.90e-02
237   1.80e-02   1.86e-02   1.87e-02   1.72e-02
238   1.92e-02   1.97e-02   1.97e-02   1.86e-02
239   1.91e-02   1.95e-02   1.94e-02   1.88e-02
240   2.01e-02   2.04e-02   2.03e-02   1.94e-02
241   1.97e-02   1.99e-02   1.97e-02   1.91e-02
242   1.96e-02   1.97e-02   1.95e-02   1.95e-02
243   2.06e-02   2.07e-02   2.03e-02   1.87e-02
244   2.07e-02   2.08e-02   2.03e-02   1.93e-02
245   1.99e-02   1.98e-02   1.92e-02   1.90e-02
246   2.04e-02   2.03e-02   1.96e-02   1.85e-02
247   2.05e-02   2.03e-02   1.96e-02   1.95e-02
248   2.04e-02   2.01e-02   1.93e-02   1.82e-02
249   2.06e-02   2.02e-02   1.93e-02   1.92e-02
250   1.98e-02   1.93e-02   1.84e-02   1.83e-02
251   1.98e-02   1.93e-02   1.83e-02   1.74e-02
252   1.89e-02   1.83e-02   1.73e-02   1.79e-02
253   2.01e-02   1.94e-02   1.83e-02   1.77e-02
254   1.85e-02   1.79e-02   1.68e-02   1.70e-02
255   1.87e-02   1.80e-02   1.68e-02   1.64e-02
256   1.80e-02   1.72e-02   1.60e-02   1.64e-02
257   1.79e-02   1.70e-02   1.58e-02   1.57e-02
258   1.71e-02   1.62e-02   1.50e-02   1.49e-02
259   1.68e-02   1.59e-02   1.47e-02   1.49e-02
260   1.58e-02   1.49e-02   1.37e-02   1.33e-02
261   1.57e-02   1.47e-02   1.34e-02   1.30e-02
262   1.47e-02   1.38e-02   1.25e-02   1.19e-02
263   1.42e-02   1.32e-02   1.19e-02   1.19e-02
264   1.36e-02   1.25e-02   1.13e-02   1.14e-02
265   1.34e-02   1.23e-02   1.10e-02   1.01e-02
266   1.17e-02   1.08e-02   9.60e-03   9.60e-03
267   1.11e-02   1.01e-02   8.97e-03   8.90e-03
268   1.05e-02   9.54e-03   8.42e-03   8.17e-03
269   9.73e-03   8.79e-03   7.71e-03   7.40e-03
270   9.60e-03   8.63e-03   7.51e-03   7.08e-03
271   8.81e-03   7.88e-03   6.84e-03   6.60e-03
272   8.31e-03   7.39e-03   6.38e-03   6.22e-03
273   7.56e-03   6.70e-03   5.75e-03   5.88e-03
274   7.28e-03   6.42e-03   5.48e-03   5.09e-03
275   6.78e-03   5.96e-03   5.07e-03   4.64e-03
276   5.92e-03   5.17e-03   4.38e-03   4.38e-03
277   5.61e-03   4.89e-03   4.12e-03   4.25e-03
278   5.43e-03   4.73e-03   3.98e-03   3.77e-03
279   5.03e-03   4.36e-03   3.67e-03   3.81e-03
280   4.80e-03   4.15e-03   3.48e-03   3.23e-03
281   4.48e-03   3.88e-03   3.24e-03   3.24e-03
282   4.24e-03   3.66e-03   3.05e-03   2.92e-03
283   4.64e-03   4.00e-03   3.34e-03   2.94e-03
284   3.87e-03   3.34e-03   2.79e-03   2.58e-03
285   3.83e-03   3.31e-03   2.77e-03   2.56e-03
286   3.33e-03   2.87e-03   2.40e-03   2.19e-03
287   3.15e-03   2.72e-03   2.28e-03   2.30e-03
288   2.99e-03   2.59e-03   2.16e-03   2.22e-03
289   2.89e-03   2.50e-03   2.10e-03   2.05e-03
290   2.77e-03   2.39e-03   2.01e-03   1.93e-03
291   2.55e-03   2.20e-03   1.85e-03   1.73e-03
292   2.29e-03   1.99e-03   1.67e-03   1.60e-03
293   2.40e-03   2.07e-03   1.74e-03   1.44e-03
294   2.05e-03   1.77e-03   1.49e-03   1.43e-03
295   1.87e-03   1.63e-03   1.37e-03   1.34e-03
296   1.67e-03   1.45e-03   1.22e-03   1.24e-03
297   1.57e-03   1.36e-03   1.14e-03   1.02e-03
298   1.51e-03   1.31e-03   1.10e-03   1.10e-03
299   1.40e-03   1.21e-03   1.01e-03   9.08e-04
300   1.27e-03   1.10e-03   9.24e-04   8.87e-04
301   1.10e-03   9.52e-04   7.98e-04   7.50e-04
302   9.99e-04   8.61e-04   7.22e-04   7.14e-04
303   9.83e-04   8.45e-04   7.07e-04   6.60e-04
304   8.28e-04   7.12e-04   5.95e-04   5.96e-04
305   8.31e-04   7.13e-04   5.95e-04   5.36e-04
306   7.79e-04   6.66e-04   5.55e-04   5.02e-04
307   6.81e-04   5.81e-04   4.83e-04   4.25e-04
308   6.00e-04   5.12e-04   4.27e-04   4.34e-04
309   5.12e-04   4.36e-04   3.62e-04   3.78e-04
310   5.81e-04   4.92e-04   4.06e-04   3.45e-04
311   4.82e-04   4.08e-04   3.38e-04   3.08e-04
312   4.56e-04   3.86e-04   3.19e-04   2.58e-04
313   3.80e-04   3.21e-04   2.65e-04   2.41e-04
314   3.17e-04   2.66e-04   2.20e-04   2.30e-04
315   3.50e-04   2.94e-04   2.42e-04   2.12e-04
316   2.96e-04   2.47e-04   2.03e-04   1.75e-04
317   2.41e-04   2.00e-04   1.65e-04   1.69e-04
318   2.39e-04   1.99e-04   1.64e-04   1.43e-04
319   2.35e-04   1.95e-04   1.60e-04   1.39e-04
320   1.91e-04   1.58e-04   1.30e-04   1.21e-04
321   1.78e-04   1.46e-04   1.20e-04   1.15e-04
322   1.55e-04   1.27e-04   1.04e-04   9.41e-05
323   1.25e-04   1.02e-04   8.41e-05   8.87e-05
324   1.10e-04   8.96e-05   7.40e-05   7.53e-05
325   9.04e-05   7.35e-05   6.05e-05   6.41e-05
326   9.63e-05   7.85e-05   6.46e-05   5.66e-05
327   8.06e-05   6.45e-05   5.28e-05   5.65e-05
328   7.11e-05   5.70e-05   4.68e-05   5.01e-05
329   6.21e-05   4.96e-05   4.08e-05   3.91e-05
330   5.46e-05   4.35e-05   3.60e-05   4.02e-05
331   4.87e-05   3.87e-05   3.23e-05   3.38e-05
332   3.83e-05   3.05e-05   2.57e-05   2.63e-05
333   3.54e-05   2.81e-05   2.35e-05   2.36e-05
334   2.77e-05   2.19e-05   1.90e-05   2.33e-05
335   2.64e-05   2.09e-05   1.80e-05   2.18e-05
336   2.44e-05   1.90e-05   1.63e-05   1.84e-05
337   2.43e-05   1.87e-05   1.57e-05   1.75e-05
338   1.97e-05   1.53e-05   1.34e-05   1.53e-05
339   1.56e-05   1.20e-05   1.07e-05   1.37e-05
340   1.32e-05   1.02e-05   9.27e-06   1.27e-05
341   1.19e-05   9.08e-06   8.38e-06   1.21e-05
342   1.11e-05   8.38e-06   7.80e-06   1.02e-05
343   8.67e-06   6.55e-06   6.35e-06   1.02e-05
344   7.09e-06   5.33e-06   5.30e-06   8.61e-06
345   6.87e-06   5.12e-06   5.15e-06   8.36e-06
346   6.28e-06   4.66e-06   4.86e-06   8.17e-06
347   4.86e-06   3.63e-06   4.00e-06   7.02e-06
348   3.95e-06   2.92e-06   3.34e-06   6.56e-06
349   4.19e-06   3.07e-06   3.40e-06   6.05e-06
350   3.21e-06   2.36e-06   2.90e-06   6.28e-06
351   2.96e-06   2.16e-06   2.74e-06   5.44e-06
352   2.42e-06   1.79e-06   2.41e-06   5.26e-06
353   2.42e-06   1.78e-06   2.31e-06   4.94e-06
354   2.02e-06   1.49e-06   2.10e-06   4.85e-06
355   1.85e-06   1.35e-06   1.94e-06   4.36e-06
356   1.72e-06   1.26e-06   1.90e-06   4.14e-06
357   1.67e-06   1.24e-06   1.88e-06   4.43e-06
358   1.38e-06   1.02e-06   1.62e-06   3.96e-06
359   1.26e-06   9.36e-07   1.55e-06   3.86e-06
360   1.16e-06   8.54e-07   1.45e-06   3.70e-06
361   1.03e-06   7.86e-07   1.41e-06   3.47e-06
362   1.02e-06   7.54e-07   1.30e-06   3.73e-06
363   8.86e-07   6.67e-07   1.20e-06   3.33e-06
364   8.73e-07   6.50e-07   1.19e-06   3.16e-06
365   7.71e-07   5.78e-07   1.12e-06   2.85e-06
366   7.11e-07   5.30e-07   1.07e-06   2.95e-06
367   6.67e-07   4.93e-07   1.03e-06   2.60e-06
368   6.54e-07   4.84e-07   1.05e-06   2.70e-06
369   5.97e-07   4.48e-07   9.74e-07   2.60e-06
370   5.49e-07   4.02e-07   8.83e-07   2.49e-06
371   4.98e-07   3.78e-07   8.92e-07   2.45e-06
372   4.55e-07   3.43e-07   8.23e-07   2.11e-06
373   4.18e-07   3.12e-07   7.51e-07   2.20e-06
374   4.05e-07   3.06e-07   7.64e-07   2.05e-06
375   3.83e-07   2.89e-07   7.35e-07   2.22e-06
376   3.46e-07   2.58e-07   6.74e-07   1.86e-06
377   2.99e-07   2.22e-07   6.31e-07   1.67e-06
378   2.65e-07   1.97e-07   6.01e-07   1.79e-06
379   2.54e-07   1.88e-07   5.71e-07   1.81e-06
380   2.34e-07   1.72e-07   5.43e-07   1.82e-06
381   2.23e-07   1.65e-07   5.41e-07   1.55e-06
382   1.90e-07   1.38e-07   5.16e-07   1.47e-06
383   1.83e-07   1.31e-07   4.79e-07   1.33e-06
384   1.72e-07   1.21e-07   4.64e-07   1.36e-06
385   1.63e-07   1.12e-07   4.45e-07   1.35e-06
386   1.50e-07   9.75e-08   4.65e-07   1.35e-06
387   1.32e-07   8.65e-08   4.15e-07   1.25e-06
388   1.30e-07   8.27e-08   4.29e-07   1.22e-06
389   1.21e-07   7.64e-08   3.73e-07   1.25e-06
390   1.18e-07   7.48e-08   4.16e-07   1.26e-06
391   1.07e-07   6.69e-08   3.71e-07   1.09e-06
392   1.00e-07   6.11e-08   3.48e-07   1.02e-06
393   9.38e-08   5.73e-08   3.17e-07   1.13e-06
394   9.18e-08   5.53e-08   3.35e-07   1.11e-06
395   8.72e-08   5.27e-08   3.40e-07   1.07e-06
396   7.99e-08   4.85e-08   3.18e-07   9.79e-07
397   7.48e-08   4.46e-08   2.93e-07   9.56e-07
398   7.53e-08   4.55e-08   3.00e-07   8.85e-07
399   6.84e-08   4.12e-08   2.75e-07   9.28e-07
400   6.44e-08   3.72e-08   2.63e-07   8.93e-07
401   6.17e-08   3.52e-08   2.50e-07   8.28e-07
402   5.90e-08   3.55e-08   2.59e-07   8.64e-07
403   5.51e-08   3.14e-08   2.43e-07   8.10e-07
404   5.39e-08   2.93e-08   2.38e-07   8.13e-07
405   5.08e-08   2.92e-08   2.29e-07   8.68e-07
406   4.84e-08   2.66e-08   2.23e-07   7.51e-07
407   4.63e-08   2.36e-08   2.08e-07   7.31e-07
408   4.44e-08   2.42e-08   2.20e-07   7.41e-07
409   4.25e-08   2.35e-08   2.11e-07   7.16e-07
410   4.10e-08   2.20e-08   1.98e-07   6.71e-07
411   3.99e-08   2.14e-08   2.07e-07   6.70e-07
412   3.91e-08   2.03e-08   2.07e-07   6.41e-07
413   3.80e-08   1.83e-08   1.81e-07   6.10e-07
414   3.63e-08   1.94e-08   1.89e-07   5.88e-07
415   3.57e-08   1.92e-08   1.92e-07   6.15e-07
416   3.41e-08   1.71e-08   1.71e-07   6.32e-07
417   3.35e-08   1.78e-08   1.74e-07   5.33e-07
418   3.05e-08   1.55e-08   1.57e-07   5.48e-07
419   2.94e-08   1.47e-08   1.50e-07   5.54e-07
420   2.97e-08   1.44e-08   1.56e-07   5.24e-07
421   2.73e-08   1.35e-08   1.46e-07   4.97e-07
422   2.79e-08   1.37e-08   1.37e-07   4.88e-07
423   2.63e-08   1.36e-08   1.41e-07   4.49e-07
424   2.55e-08   1.20e-08   1.36e-07   4.54e-07
425   2.44e-08   1.19e-08   1.35e-07   4.76e-07
426   2.27e-08   1.04e-08   1.25e-07   4.48e-07
427   2.32e-08   1.06e-08   1.36e-07   4.31e-07
428   2.25e-08   1.01e-08   1.38e-07   4.43e-07
429   2.19e-08   9.55e-09   1.17e-07   4.22e-07
430   2.15e-08   9.45e-09   1.25e-07   3.84e-07
431   2.00e-08   9.17e-09   1.04e-07   3.84e-07
432   2.04e-08   9.01e-09   1.08e-07   3.99e-07
433   1.94e-08   9.21e-09   1.09e-07   3.44e-07
434   1.94e-08   8.39e-09   1.08e-07   3.48e-07
435   1.84e-08   7.78e-09   1.04e-07   3.51e-07
436   1.78e-08   7.53e-09   1.03e-07   3.33e-07
437   1.69e-08   7.17e-09   1.01e-07   3.60e-07
438   1.60e-08   6.94e-09   9.48e-08   3.26e-07
439   1.60e-08   6.88e-09   9.02e-08   3.14e-07
440   1.57e-08   6.34e-09   8.79e-08   3.11e-07
441   1.45e-08   6.20e-09   8.27e-08   3.02e-07
442   1.46e-08   5.83e-09   8.20e-08   2.96e-07
443   1.39e-08   5.52e-09   7.86e-08   2.93e-07
444   1.39e-08   5.21e-09   8.14e-08   2.69e-07
445   1.28e-08   4.82e-09   7.57e-08   2.91e-07
446   1.22e-08   4.34e-09   7.18e-08   2.68e-07
447   1.18e-08   4.18e-09   7.09e-08   2.41e-07
