# BICEP2 2014 Data Release
# The BICEP2 Collaboration, BICEP2 2014 I: DETECTION OF B-mode POLARIZATION AT DEGREE ANGULAR SCALES
# http://bicepkeck.org/bicep2_2014_release/
#
# File: B2_3yr_bpwf_bin8_20140314.txt 
# Date: 2014-03-14 
# 
# BICEP2 bandpower window functions for bin #8 (ell~283.1)
# See Section 6.3 of BICEP2 2014 I.
# 
# Columns: ell   TT->TT     TE->TE     EE->EE     BB->BB 
 41   1.25e-07   7.00e-08   9.67e-05   2.39e-04
 42   1.33e-07   1.25e-07   9.69e-05   2.41e-04
 43   1.33e-07   1.08e-07   1.02e-04   2.97e-04
 44   1.44e-07   7.91e-08   1.09e-04   2.67e-04
 45   1.47e-07   7.81e-08   1.13e-04   2.94e-04
 46   1.45e-07   9.24e-08   1.14e-04   3.33e-04
 47   1.47e-07   1.03e-07   1.17e-04   3.82e-04
 48   1.49e-07   9.83e-08   1.19e-04   2.75e-04
 49   1.49e-07   7.24e-08   1.19e-04   3.20e-04
 50   1.46e-07   4.79e-08   1.15e-04   3.40e-04
 51   1.43e-07   4.04e-08   1.05e-04   3.44e-04
 52   1.46e-07   1.11e-08   1.07e-04   3.13e-04
 53   1.57e-07   -4.79e-08   1.23e-04   3.10e-04
 54   1.60e-07   -5.12e-08   1.13e-04   3.37e-04
 55   1.52e-07   -9.76e-08   1.03e-04   3.21e-04
 56   1.62e-07   -5.83e-08   1.14e-04   3.97e-04
 57   1.61e-07   -8.19e-08   1.15e-04   3.36e-04
 58   1.70e-07   -5.85e-08   1.25e-04   3.59e-04
 59   1.65e-07   -1.50e-07   1.29e-04   3.27e-04
 60   1.69e-07   -4.51e-08   1.31e-04   3.63e-04
 61   1.68e-07   -4.19e-08   1.24e-04   3.16e-04
 62   1.60e-07   -1.00e-07   1.12e-04   3.39e-04
 63   1.56e-07   -9.57e-08   1.05e-04   3.62e-04
 64   1.68e-07   -9.99e-08   1.19e-04   3.35e-04
 65   1.76e-07   -7.50e-08   1.26e-04   3.31e-04
 66   1.78e-07   -3.86e-08   1.19e-04   3.46e-04
 67   1.75e-07   -2.34e-08   1.08e-04   3.27e-04
 68   1.70e-07   -2.13e-08   1.03e-04   3.61e-04
 69   1.67e-07   -1.95e-08   1.12e-04   2.93e-04
 70   1.66e-07   -2.86e-08   1.16e-04   3.54e-04
 71   1.71e-07   -3.76e-08   1.06e-04   3.42e-04
 72   1.84e-07   2.50e-08   1.08e-04   3.71e-04
 73   1.72e-07   6.25e-08   1.09e-04   3.59e-04
 74   1.92e-07   2.68e-08   1.12e-04   3.63e-04
 75   1.83e-07   7.85e-08   1.13e-04   3.33e-04
 76   1.89e-07   3.64e-08   1.17e-04   3.34e-04
 77   1.92e-07   -1.30e-08   1.25e-04   3.57e-04
 78   1.87e-07   -1.27e-08   1.12e-04   3.44e-04
 79   1.86e-07   5.29e-08   1.12e-04   3.46e-04
 80   1.95e-07   2.40e-08   1.07e-04   3.46e-04
 81   2.04e-07   -1.04e-08   1.10e-04   3.64e-04
 82   2.10e-07   4.74e-08   1.16e-04   3.40e-04
 83   2.04e-07   3.08e-08   1.05e-04   3.47e-04
 84   2.08e-07   -2.65e-08   9.79e-05   3.75e-04
 85   2.15e-07   1.04e-07   1.04e-04   3.50e-04
 86   2.34e-07   3.91e-08   1.06e-04   3.66e-04
 87   2.43e-07   2.40e-09   1.01e-04   4.05e-04
 88   2.35e-07   3.31e-08   9.87e-05   3.51e-04
 89   2.49e-07   4.58e-08   1.04e-04   3.50e-04
 90   2.78e-07   3.77e-08   1.09e-04   4.00e-04
 91   2.62e-07   1.49e-07   1.04e-04   3.58e-04
 92   2.78e-07   2.96e-08   9.00e-05   3.67e-04
 93   2.88e-07   5.11e-08   8.66e-05   3.61e-04
 94   2.85e-07   6.79e-08   8.55e-05   3.60e-04
 95   3.28e-07   1.82e-07   9.46e-05   3.61e-04
 96   3.18e-07   7.81e-09   9.49e-05   3.56e-04
 97   3.43e-07   1.36e-07   9.07e-05   3.19e-04
 98   3.53e-07   1.28e-07   8.71e-05   3.12e-04
 99   3.88e-07   1.74e-07   9.58e-05   3.16e-04
100   3.81e-07   1.55e-07   8.90e-05   3.13e-04
101   3.72e-07   2.14e-07   8.83e-05   3.07e-04
102   3.84e-07   2.38e-07   8.55e-05   3.02e-04
103   4.22e-07   1.86e-07   9.45e-05   2.94e-04
104   4.08e-07   3.20e-07   9.78e-05   3.25e-04
105   4.31e-07   2.57e-07   9.93e-05   3.22e-04
106   4.30e-07   2.81e-07   9.56e-05   3.10e-04
107   4.47e-07   2.73e-07   9.52e-05   3.74e-04
108   4.49e-07   2.06e-07   1.06e-04   3.79e-04
109   4.63e-07   2.61e-07   1.04e-04   3.68e-04
110   4.87e-07   3.52e-07   9.94e-05   3.59e-04
111   5.08e-07   3.79e-07   1.03e-04   3.69e-04
112   5.36e-07   4.18e-07   1.10e-04   3.47e-04
113   5.68e-07   3.60e-07   1.11e-04   3.55e-04
114   5.95e-07   3.03e-07   1.11e-04   3.82e-04
115   6.10e-07   3.57e-07   1.13e-04   3.67e-04
116   6.04e-07   4.09e-07   1.07e-04   3.39e-04
117   5.88e-07   3.84e-07   9.46e-05   3.66e-04
118   6.04e-07   4.29e-07   1.04e-04   3.53e-04
119   6.24e-07   3.59e-07   9.21e-05   3.56e-04
120   6.35e-07   4.76e-07   9.43e-05   3.77e-04
121   6.44e-07   4.46e-07   1.03e-04   3.65e-04
122   6.83e-07   4.61e-07   1.04e-04   3.49e-04
123   6.59e-07   4.57e-07   9.44e-05   3.73e-04
124   6.91e-07   3.79e-07   1.07e-04   3.31e-04
125   7.16e-07   4.49e-07   1.09e-04   3.65e-04
126   7.29e-07   5.06e-07   1.06e-04   3.57e-04
127   7.50e-07   5.58e-07   9.92e-05   3.68e-04
128   7.44e-07   5.34e-07   9.34e-05   3.93e-04
129   7.27e-07   4.37e-07   9.42e-05   3.93e-04
130   8.25e-07   5.48e-07   9.94e-05   3.59e-04
131   8.07e-07   5.56e-07   1.03e-04   3.42e-04
132   8.80e-07   5.27e-07   1.05e-04   3.88e-04
133   8.94e-07   6.35e-07   9.71e-05   3.53e-04
134   9.43e-07   5.82e-07   9.43e-05   3.66e-04
135   9.33e-07   5.83e-07   9.61e-05   3.80e-04
136   9.78e-07   6.47e-07   1.00e-04   3.82e-04
137   9.93e-07   7.17e-07   9.43e-05   3.51e-04
138   1.04e-06   6.36e-07   9.56e-05   3.77e-04
139   1.05e-06   7.03e-07   9.12e-05   3.54e-04
140   1.15e-06   6.80e-07   9.97e-05   3.56e-04
141   1.12e-06   6.43e-07   9.05e-05   3.43e-04
142   1.18e-06   8.63e-07   9.97e-05   3.29e-04
143   1.14e-06   7.07e-07   1.02e-04   3.29e-04
144   1.14e-06   8.41e-07   9.10e-05   3.45e-04
145   1.20e-06   7.55e-07   8.98e-05   3.31e-04
146   1.18e-06   9.13e-07   8.67e-05   3.69e-04
147   1.19e-06   8.71e-07   8.69e-05   2.96e-04
148   1.26e-06   9.01e-07   8.57e-05   3.36e-04
149   1.32e-06   9.99e-07   7.99e-05   3.09e-04
150   1.46e-06   1.19e-06   8.98e-05   3.11e-04
151   1.45e-06   1.24e-06   7.76e-05   3.25e-04
152   1.58e-06   1.30e-06   8.22e-05   2.93e-04
153   1.57e-06   1.40e-06   8.04e-05   3.04e-04
154   1.62e-06   1.41e-06   7.75e-05   2.96e-04
155   1.69e-06   1.36e-06   8.02e-05   2.82e-04
156   1.74e-06   1.55e-06   7.75e-05   2.71e-04
157   1.90e-06   1.67e-06   7.36e-05   2.75e-04
158   1.93e-06   1.72e-06   7.25e-05   2.71e-04
159   2.04e-06   1.79e-06   7.08e-05   2.55e-04
160   1.98e-06   1.85e-06   6.47e-05   2.53e-04
161   2.01e-06   1.84e-06   6.83e-05   2.54e-04
162   2.03e-06   1.95e-06   6.78e-05   2.55e-04
163   2.03e-06   1.87e-06   6.11e-05   2.26e-04
164   2.16e-06   2.04e-06   6.65e-05   2.26e-04
165   2.08e-06   1.96e-06   6.14e-05   2.21e-04
166   2.26e-06   2.13e-06   6.43e-05   2.33e-04
167   2.29e-06   2.26e-06   6.49e-05   2.37e-04
168   2.25e-06   2.28e-06   6.19e-05   2.28e-04
169   2.32e-06   2.29e-06   5.86e-05   2.27e-04
170   2.45e-06   2.32e-06   5.71e-05   2.23e-04
171   2.55e-06   2.44e-06   5.74e-05   2.04e-04
172   2.64e-06   2.66e-06   5.62e-05   2.18e-04
173   2.80e-06   2.80e-06   5.76e-05   2.22e-04
174   2.95e-06   2.91e-06   5.77e-05   2.05e-04
175   2.80e-06   2.81e-06   5.00e-05   1.95e-04
176   2.96e-06   2.86e-06   5.41e-05   2.23e-04
177   3.25e-06   3.17e-06   5.59e-05   1.89e-04
178   3.25e-06   3.17e-06   5.71e-05   2.01e-04
179   3.19e-06   3.03e-06   4.95e-05   1.94e-04
180   3.24e-06   3.14e-06   5.09e-05   2.10e-04
181   3.31e-06   3.40e-06   5.17e-05   1.96e-04
182   3.34e-06   3.43e-06   5.39e-05   1.94e-04
183   3.44e-06   3.63e-06   5.48e-05   2.01e-04
184   3.73e-06   3.88e-06   5.24e-05   2.05e-04
185   3.65e-06   3.84e-06   5.41e-05   2.18e-04
186   3.88e-06   4.11e-06   5.85e-05   2.19e-04
187   4.09e-06   4.26e-06   5.94e-05   1.89e-04
188   4.07e-06   4.35e-06   5.17e-05   1.99e-04
189   4.32e-06   4.60e-06   5.67e-05   1.91e-04
190   4.46e-06   4.78e-06   5.30e-05   2.08e-04
191   4.69e-06   5.28e-06   5.02e-05   1.92e-04
192   5.03e-06   5.59e-06   5.03e-05   1.84e-04
193   5.22e-06   5.94e-06   5.22e-05   1.84e-04
194   5.60e-06   6.36e-06   5.39e-05   1.83e-04
195   5.55e-06   6.10e-06   5.02e-05   1.90e-04
196   6.30e-06   7.34e-06   5.84e-05   1.77e-04
197   6.58e-06   7.74e-06   5.83e-05   1.79e-04
198   6.80e-06   8.34e-06   5.20e-05   1.79e-04
199   7.22e-06   8.76e-06   5.37e-05   1.77e-04
200   7.55e-06   9.47e-06   5.41e-05   1.86e-04
201   8.40e-06   1.10e-05   6.04e-05   1.75e-04
202   8.83e-06   1.16e-05   5.86e-05   1.63e-04
203   9.31e-06   1.27e-05   5.87e-05   1.75e-04
204   1.04e-05   1.46e-05   5.97e-05   1.78e-04
205   1.17e-05   1.66e-05   6.23e-05   1.80e-04
206   1.34e-05   1.93e-05   6.84e-05   1.75e-04
207   1.47e-05   2.15e-05   6.50e-05   1.72e-04
208   1.65e-05   2.44e-05   7.12e-05   1.75e-04
209   1.88e-05   2.82e-05   7.59e-05   1.86e-04
210   2.28e-05   3.40e-05   8.38e-05   2.01e-04
211   2.61e-05   3.86e-05   9.05e-05   1.85e-04
212   3.11e-05   4.63e-05   9.99e-05   1.99e-04
213   3.87e-05   5.74e-05   1.17e-04   2.04e-04
214   4.30e-05   6.34e-05   1.27e-04   2.18e-04
215   5.37e-05   7.84e-05   1.45e-04   2.18e-04
216   5.85e-05   8.45e-05   1.49e-04   2.38e-04
217   7.84e-05   1.11e-04   1.85e-04   2.50e-04
218   9.86e-05   1.39e-04   2.23e-04   2.79e-04
219   1.08e-04   1.52e-04   2.39e-04   3.09e-04
220   1.39e-04   1.94e-04   2.93e-04   3.47e-04
221   1.67e-04   2.30e-04   3.34e-04   3.71e-04
222   2.09e-04   2.88e-04   4.11e-04   4.31e-04
223   2.64e-04   3.61e-04   5.09e-04   4.77e-04
224   2.92e-04   3.95e-04   5.47e-04   5.50e-04
225   3.46e-04   4.67e-04   6.38e-04   6.23e-04
226   4.33e-04   5.80e-04   7.79e-04   7.38e-04
227   5.29e-04   7.05e-04   9.38e-04   8.59e-04
228   5.80e-04   7.69e-04   1.01e-03   1.03e-03
229   6.96e-04   9.16e-04   1.19e-03   1.18e-03
230   8.32e-04   1.09e-03   1.41e-03   1.22e-03
231   9.27e-04   1.21e-03   1.56e-03   1.37e-03
232   1.05e-03   1.37e-03   1.75e-03   1.60e-03
233   1.24e-03   1.61e-03   2.04e-03   1.89e-03
234   1.35e-03   1.75e-03   2.21e-03   2.01e-03
235   1.51e-03   1.93e-03   2.42e-03   2.26e-03
236   1.73e-03   2.22e-03   2.76e-03   2.59e-03
237   1.86e-03   2.37e-03   2.94e-03   2.78e-03
238   2.09e-03   2.66e-03   3.28e-03   2.72e-03
239   2.26e-03   2.87e-03   3.52e-03   3.05e-03
240   2.46e-03   3.11e-03   3.82e-03   3.46e-03
241   2.77e-03   3.49e-03   4.26e-03   3.63e-03
242   3.08e-03   3.86e-03   4.67e-03   4.20e-03
243   3.21e-03   4.01e-03   4.84e-03   4.46e-03
244   3.50e-03   4.35e-03   5.24e-03   4.64e-03
245   3.28e-03   4.07e-03   4.89e-03   5.18e-03
246   4.00e-03   4.92e-03   5.86e-03   5.47e-03
247   4.46e-03   5.46e-03   6.48e-03   5.87e-03
248   4.57e-03   5.56e-03   6.58e-03   5.86e-03
249   4.81e-03   5.81e-03   6.80e-03   6.33e-03
250   5.35e-03   6.40e-03   7.45e-03   6.56e-03
251   5.37e-03   6.39e-03   7.39e-03   7.33e-03
252   5.75e-03   6.80e-03   7.81e-03   8.04e-03
253   6.53e-03   7.65e-03   8.73e-03   8.26e-03
254   7.15e-03   8.34e-03   9.47e-03   8.60e-03
255   7.40e-03   8.52e-03   9.57e-03   9.43e-03
256   8.19e-03   9.38e-03   1.05e-02   9.90e-03
257   8.63e-03   9.80e-03   1.09e-02   1.04e-02
258   8.99e-03   1.01e-02   1.10e-02   1.05e-02
259   9.82e-03   1.10e-02   1.20e-02   1.21e-02
260   1.09e-02   1.21e-02   1.31e-02   1.24e-02
261   1.12e-02   1.23e-02   1.32e-02   1.27e-02
262   1.21e-02   1.32e-02   1.41e-02   1.26e-02
263   1.25e-02   1.35e-02   1.43e-02   1.40e-02
264   1.36e-02   1.46e-02   1.53e-02   1.52e-02
265   1.46e-02   1.56e-02   1.62e-02   1.50e-02
266   1.41e-02   1.50e-02   1.55e-02   1.55e-02
267   1.49e-02   1.57e-02   1.62e-02   1.58e-02
268   1.61e-02   1.69e-02   1.73e-02   1.65e-02
269   1.65e-02   1.73e-02   1.76e-02   1.62e-02
270   1.64e-02   1.70e-02   1.72e-02   1.74e-02
271   1.73e-02   1.79e-02   1.80e-02   1.79e-02
272   1.87e-02   1.93e-02   1.94e-02   1.79e-02
273   1.81e-02   1.85e-02   1.85e-02   1.78e-02
274   1.85e-02   1.89e-02   1.88e-02   1.80e-02
275   1.85e-02   1.87e-02   1.85e-02   1.85e-02
276   1.87e-02   1.88e-02   1.86e-02   1.83e-02
277   1.92e-02   1.93e-02   1.89e-02   1.80e-02
278   1.97e-02   1.97e-02   1.93e-02   1.82e-02
279   1.86e-02   1.86e-02   1.81e-02   1.87e-02
280   1.90e-02   1.89e-02   1.83e-02   1.79e-02
281   1.86e-02   1.84e-02   1.77e-02   1.86e-02
282   1.92e-02   1.89e-02   1.82e-02   1.76e-02
283   2.05e-02   2.02e-02   1.93e-02   1.80e-02
284   1.94e-02   1.90e-02   1.81e-02   1.72e-02
285   1.97e-02   1.92e-02   1.82e-02   1.77e-02
286   1.88e-02   1.83e-02   1.73e-02   1.66e-02
287   1.86e-02   1.79e-02   1.69e-02   1.67e-02
288   1.85e-02   1.78e-02   1.67e-02   1.65e-02
289   1.81e-02   1.74e-02   1.63e-02   1.54e-02
290   1.77e-02   1.69e-02   1.58e-02   1.55e-02
291   1.74e-02   1.66e-02   1.54e-02   1.48e-02
292   1.68e-02   1.60e-02   1.48e-02   1.44e-02
293   1.65e-02   1.56e-02   1.44e-02   1.35e-02
294   1.60e-02   1.51e-02   1.38e-02   1.33e-02
295   1.57e-02   1.47e-02   1.34e-02   1.32e-02
296   1.46e-02   1.36e-02   1.24e-02   1.20e-02
297   1.36e-02   1.27e-02   1.15e-02   1.15e-02
298   1.31e-02   1.21e-02   1.09e-02   1.09e-02
299   1.29e-02   1.19e-02   1.07e-02   1.03e-02
300   1.21e-02   1.11e-02   9.89e-03   9.98e-03
301   1.12e-02   1.02e-02   9.08e-03   8.82e-03
302   1.09e-02   9.91e-03   8.78e-03   8.48e-03
303   1.05e-02   9.53e-03   8.40e-03   8.01e-03
304   9.41e-03   8.49e-03   7.44e-03   7.45e-03
305   9.20e-03   8.25e-03   7.18e-03   6.74e-03
306   8.62e-03   7.69e-03   6.65e-03   6.50e-03
307   8.26e-03   7.33e-03   6.32e-03   5.83e-03
308   7.52e-03   6.64e-03   5.69e-03   5.45e-03
309   6.86e-03   6.03e-03   5.14e-03   5.36e-03
310   6.77e-03   5.93e-03   5.02e-03   4.88e-03
311   6.27e-03   5.46e-03   4.61e-03   4.31e-03
312   6.04e-03   5.25e-03   4.42e-03   4.21e-03
313   5.63e-03   4.89e-03   4.10e-03   3.94e-03
314   5.01e-03   4.34e-03   3.63e-03   3.64e-03
315   5.15e-03   4.45e-03   3.71e-03   3.38e-03
316   4.80e-03   4.15e-03   3.46e-03   3.13e-03
317   4.57e-03   3.94e-03   3.29e-03   3.04e-03
318   4.15e-03   3.57e-03   2.96e-03   2.83e-03
319   4.27e-03   3.69e-03   3.07e-03   2.72e-03
320   3.70e-03   3.19e-03   2.65e-03   2.70e-03
321   3.78e-03   3.26e-03   2.72e-03   2.44e-03
322   3.61e-03   3.12e-03   2.60e-03   2.40e-03
323   3.28e-03   2.84e-03   2.37e-03   2.33e-03
324   3.00e-03   2.59e-03   2.16e-03   2.21e-03
325   2.70e-03   2.33e-03   1.95e-03   1.96e-03
326   2.87e-03   2.48e-03   2.07e-03   1.78e-03
327   2.56e-03   2.21e-03   1.85e-03   1.77e-03
328   2.46e-03   2.13e-03   1.78e-03   1.71e-03
329   2.32e-03   2.00e-03   1.68e-03   1.51e-03
330   2.22e-03   1.92e-03   1.61e-03   1.58e-03
331   2.09e-03   1.81e-03   1.51e-03   1.43e-03
332   1.83e-03   1.58e-03   1.32e-03   1.19e-03
333   1.72e-03   1.49e-03   1.24e-03   1.07e-03
334   1.67e-03   1.44e-03   1.20e-03   1.08e-03
335   1.54e-03   1.33e-03   1.11e-03   1.12e-03
336   1.43e-03   1.23e-03   1.03e-03   9.44e-04
337   1.39e-03   1.19e-03   9.92e-04   9.00e-04
338   1.25e-03   1.07e-03   8.85e-04   8.68e-04
339   1.19e-03   1.02e-03   8.45e-04   7.51e-04
340   1.13e-03   9.71e-04   8.06e-04   7.02e-04
341   1.05e-03   8.98e-04   7.42e-04   6.47e-04
342   9.18e-04   7.82e-04   6.45e-04   5.79e-04
343   8.83e-04   7.52e-04   6.19e-04   5.03e-04
344   7.57e-04   6.44e-04   5.32e-04   4.73e-04
345   7.34e-04   6.23e-04   5.12e-04   4.93e-04
346   6.85e-04   5.81e-04   4.78e-04   4.21e-04
347   6.07e-04   5.13e-04   4.20e-04   4.02e-04
348   5.65e-04   4.78e-04   3.91e-04   3.32e-04
349   5.25e-04   4.41e-04   3.60e-04   3.23e-04
350   4.54e-04   3.82e-04   3.12e-04   2.92e-04
351   4.54e-04   3.81e-04   3.11e-04   2.82e-04
352   3.41e-04   2.85e-04   2.32e-04   2.44e-04
353   3.53e-04   2.95e-04   2.40e-04   2.18e-04
354   3.24e-04   2.70e-04   2.20e-04   2.08e-04
355   2.90e-04   2.40e-04   1.94e-04   1.84e-04
356   2.80e-04   2.31e-04   1.86e-04   1.69e-04
357   2.65e-04   2.19e-04   1.77e-04   1.49e-04
358   2.27e-04   1.87e-04   1.51e-04   1.43e-04
359   1.91e-04   1.57e-04   1.27e-04   1.19e-04
360   2.04e-04   1.68e-04   1.34e-04   1.20e-04
361   1.71e-04   1.40e-04   1.12e-04   1.03e-04
362   1.70e-04   1.38e-04   1.10e-04   9.42e-05
363   1.50e-04   1.21e-04   9.62e-05   7.92e-05
364   1.16e-04   9.39e-05   7.49e-05   7.48e-05
365   1.15e-04   9.23e-05   7.32e-05   5.98e-05
366   9.45e-05   7.60e-05   6.04e-05   5.97e-05
367   8.10e-05   6.46e-05   5.10e-05   5.30e-05
368   8.28e-05   6.60e-05   5.22e-05   5.09e-05
369   6.68e-05   5.31e-05   4.20e-05   4.38e-05
370   6.16e-05   4.85e-05   3.81e-05   4.02e-05
371   5.13e-05   4.02e-05   3.17e-05   3.23e-05
372   4.32e-05   3.41e-05   2.71e-05   2.85e-05
373   4.51e-05   3.55e-05   2.79e-05   2.49e-05
374   3.64e-05   2.82e-05   2.22e-05   2.42e-05
375   3.26e-05   2.51e-05   1.97e-05   2.01e-05
376   3.18e-05   2.45e-05   1.92e-05   1.76e-05
377   2.66e-05   2.05e-05   1.61e-05   1.39e-05
378   2.11e-05   1.61e-05   1.27e-05   1.43e-05
379   1.94e-05   1.47e-05   1.16e-05   1.36e-05
380   1.71e-05   1.28e-05   1.00e-05   1.00e-05
381   1.50e-05   1.13e-05   9.02e-06   8.75e-06
382   1.43e-05   1.06e-05   8.34e-06   7.74e-06
383   1.13e-05   8.44e-06   6.74e-06   7.12e-06
384   1.13e-05   8.29e-06   6.53e-06   6.35e-06
385   8.97e-06   6.63e-06   5.34e-06   5.55e-06
386   8.21e-06   6.01e-06   4.89e-06   5.11e-06
387   7.65e-06   5.53e-06   4.45e-06   4.84e-06
388   6.43e-06   4.64e-06   3.82e-06   4.24e-06
389   5.39e-06   3.86e-06   3.19e-06   3.94e-06
390   4.82e-06   3.48e-06   2.99e-06   3.86e-06
391   4.37e-06   3.10e-06   2.65e-06   3.39e-06
392   3.95e-06   2.80e-06   2.41e-06   2.96e-06
393   3.49e-06   2.49e-06   2.16e-06   2.75e-06
394   2.99e-06   2.12e-06   1.91e-06   2.74e-06
395   2.64e-06   1.87e-06   1.74e-06   2.37e-06
396   2.41e-06   1.71e-06   1.60e-06   2.16e-06
397   2.16e-06   1.54e-06   1.46e-06   2.06e-06
398   1.81e-06   1.29e-06   1.29e-06   1.98e-06
399   1.51e-06   1.09e-06   1.11e-06   1.90e-06
400   1.34e-06   9.66e-07   1.02e-06   1.70e-06
401   1.35e-06   9.68e-07   1.01e-06   1.59e-06
402   1.25e-06   9.01e-07   9.70e-07   1.57e-06
403   1.10e-06   8.02e-07   8.87e-07   1.48e-06
404   9.25e-07   6.77e-07   8.01e-07   1.39e-06
405   8.51e-07   6.14e-07   7.32e-07   1.46e-06
406   7.73e-07   5.64e-07   6.89e-07   1.28e-06
407   6.95e-07   5.13e-07   6.42e-07   1.22e-06
408   6.32e-07   4.70e-07   6.30e-07   1.19e-06
409   6.02e-07   4.47e-07   5.98e-07   1.14e-06
410   5.66e-07   4.18e-07   5.53e-07   1.05e-06
411   4.94e-07   3.63e-07   5.19e-07   1.04e-06
412   4.36e-07   3.18e-07   4.83e-07   9.50e-07
413   4.25e-07   3.09e-07   4.44e-07   9.14e-07
414   3.84e-07   2.78e-07   4.40e-07   8.89e-07
415   3.39e-07   2.44e-07   4.08e-07   8.78e-07
416   3.19e-07   2.27e-07   3.77e-07   8.74e-07
417   2.78e-07   1.98e-07   3.54e-07   7.60e-07
418   2.51e-07   1.75e-07   3.15e-07   7.57e-07
419   2.38e-07   1.64e-07   3.09e-07   7.42e-07
420   2.24e-07   1.52e-07   2.97e-07   7.15e-07
421   1.95e-07   1.28e-07   2.64e-07   6.73e-07
422   1.89e-07   1.25e-07   2.52e-07   6.31e-07
423   1.72e-07   1.12e-07   2.46e-07   5.96e-07
424   1.61e-07   1.02e-07   2.38e-07   6.02e-07
425   1.43e-07   9.03e-08   2.17e-07   6.16e-07
426   1.39e-07   8.76e-08   2.03e-07   5.65e-07
427   1.38e-07   8.63e-08   2.15e-07   5.48e-07
428   1.25e-07   7.75e-08   2.05e-07   5.66e-07
429   1.16e-07   7.01e-08   1.83e-07   5.14e-07
430   1.15e-07   7.05e-08   1.90e-07   4.76e-07
431   1.02e-07   6.13e-08   1.64e-07   4.74e-07
432   9.88e-08   6.02e-08   1.66e-07   4.82e-07
433   9.50e-08   5.59e-08   1.62e-07   4.31e-07
434   9.15e-08   5.44e-08   1.61e-07   4.35e-07
435   8.43e-08   5.18e-08   1.55e-07   4.42e-07
436   7.93e-08   4.62e-08   1.48e-07   4.19e-07
437   7.62e-08   4.35e-08   1.44e-07   4.37e-07
438   7.20e-08   4.12e-08   1.38e-07   3.89e-07
439   6.69e-08   3.77e-08   1.32e-07   3.87e-07
440   6.56e-08   3.77e-08   1.28e-07   3.87e-07
441   6.00e-08   3.42e-08   1.18e-07   3.62e-07
442   5.82e-08   3.10e-08   1.17e-07   3.49e-07
443   5.69e-08   3.07e-08   1.11e-07   3.61e-07
444   5.57e-08   2.92e-08   1.16e-07   3.28e-07
445   5.31e-08   2.88e-08   1.07e-07   3.37e-07
446   5.07e-08   2.75e-08   1.03e-07   3.17e-07
447   4.67e-08   2.42e-08   1.01e-07   2.94e-07
