# BICEP2 2014 Data Release
# The BICEP2 Collaboration, BICEP2 2014 I: DETECTION OF B-mode POLARIZATION AT DEGREE ANGULAR SCALES
# http://bicepkeck.org/bicep2_2014_release/
#
# File: B2_3yr_bpwf_bin1_20140314.txt 
# Date: 2014-03-14 
# 
# BICEP2 bandpower window functions for bin #1 (ell~ 45.1)
# See Section 6.3 of BICEP2 2014 I.
# 
# Columns: ell   TT->TT     TE->TE     EE->EE     BB->BB 
165   6.08e-08   -1.90e-08   3.24e-06   1.39e-05
166   6.24e-08   1.47e-08   3.79e-06   1.13e-05
167   5.78e-08   2.02e-08   3.59e-06   1.19e-05
168   4.92e-08   1.57e-09   3.02e-06   1.13e-05
169   4.81e-08   -6.97e-09   2.87e-06   1.36e-05
170   4.90e-08   -2.69e-09   2.81e-06   1.20e-05
171   4.45e-08   -7.36e-10   2.61e-06   1.16e-05
172   3.94e-08   -2.05e-08   2.84e-06   1.13e-05
173   4.12e-08   1.36e-09   2.71e-06   1.26e-05
174   3.53e-08   -2.87e-09   3.11e-06   9.81e-06
175   3.74e-08   -1.53e-08   2.43e-06   1.08e-05
176   3.24e-08   -5.24e-09   2.51e-06   1.25e-05
177   3.35e-08   -2.30e-08   2.55e-06   9.79e-06
178   3.30e-08   -6.37e-09   2.61e-06   1.05e-05
179   2.67e-08   2.45e-09   2.32e-06   9.88e-06
180   2.47e-08   -3.69e-09   2.74e-06   1.05e-05
181   2.62e-08   -1.35e-09   2.31e-06   1.06e-05
182   2.47e-08   -5.71e-09   2.54e-06   9.39e-06
183   2.39e-08   1.82e-09   2.36e-06   9.80e-06
184   2.62e-08   -4.04e-09   2.07e-06   1.06e-05
185   2.01e-08   -6.64e-09   2.00e-06   1.01e-05
186   2.11e-08   4.59e-09   2.28e-06   1.05e-05
187   1.88e-08   2.39e-09   2.55e-06   7.77e-06
188   1.85e-08   -7.24e-09   2.15e-06   1.01e-05
189   1.57e-08   1.86e-09   2.46e-06   8.98e-06
190   1.65e-08   -6.42e-09   2.04e-06   1.01e-05
191   1.51e-08   -4.08e-09   2.19e-06   7.62e-06
192   1.45e-08   -1.31e-09   2.27e-06   7.94e-06
193   1.32e-08   -7.59e-09   2.05e-06   7.95e-06
194   1.30e-08   -2.36e-09   1.98e-06   7.14e-06
195   1.18e-08   5.95e-10   1.89e-06   7.39e-06
196   1.20e-08   -3.04e-09   1.86e-06   7.70e-06
197   1.23e-08   4.51e-09   1.96e-06   7.63e-06
198   1.18e-08   1.67e-11   1.70e-06   6.97e-06
199   1.19e-08   -6.11e-09   1.65e-06   6.66e-06
200   1.17e-08   -4.06e-10   1.52e-06   6.71e-06
201   1.04e-08   -6.22e-09   1.78e-06   6.36e-06
202   1.08e-08   -8.79e-10   1.82e-06   6.25e-06
203   9.35e-09   -9.14e-10   1.50e-06   5.88e-06
204   9.05e-09   -2.59e-09   1.67e-06   6.17e-06
205   9.50e-09   1.25e-10   1.65e-06   6.41e-06
206   8.32e-09   -4.40e-09   1.53e-06   5.73e-06
207   8.35e-09   2.15e-09   1.29e-06   5.75e-06
208   7.16e-09   4.99e-10   1.42e-06   6.14e-06
209   7.39e-09   -4.93e-09   1.49e-06   5.40e-06
210   7.23e-09   -1.24e-09   1.31e-06   5.18e-06
211   7.39e-09   -9.86e-10   1.27e-06   4.88e-06
212   7.77e-09   -6.42e-09   1.18e-06   5.05e-06
213   6.76e-09   -4.67e-09   1.21e-06   4.52e-06
214   6.96e-09   -5.93e-09   1.33e-06   4.40e-06
215   6.42e-09   -6.01e-09   1.30e-06   5.33e-06
216   5.42e-09   2.21e-11   1.15e-06   4.82e-06
217   5.21e-09   5.20e-10   1.15e-06   4.83e-06
218   5.25e-09   -1.94e-09   1.14e-06   4.36e-06
219   5.06e-09   -3.07e-09   9.76e-07   4.24e-06
220   5.26e-09   -5.68e-09   1.02e-06   3.85e-06
221   4.81e-09   -1.70e-09   1.05e-06   4.79e-06
222   4.35e-09   -2.37e-09   1.04e-06   4.67e-06
223   4.19e-09   -7.47e-10   1.23e-06   4.05e-06
224   3.68e-09   -3.30e-09   1.08e-06   3.66e-06
225   3.32e-09   -3.93e-09   1.02e-06   3.76e-06
226   3.46e-09   -1.79e-09   8.94e-07   4.11e-06
227   3.46e-09   -7.07e-09   9.62e-07   4.18e-06
228   2.88e-09   -2.73e-09   8.83e-07   4.10e-06
229   2.63e-09   -1.61e-09   8.78e-07   4.20e-06
230   2.60e-09   -3.33e-09   9.06e-07   3.62e-06
231   2.45e-09   -2.81e-09   8.53e-07   3.83e-06
232   2.30e-09   -1.06e-09   8.06e-07   4.36e-06
233   2.24e-09   -1.23e-09   8.53e-07   3.50e-06
234   1.93e-09   -4.35e-09   9.01e-07   3.47e-06
235   1.90e-09   -1.36e-09   8.56e-07   3.62e-06
236   1.74e-09   -2.51e-09   7.05e-07   3.75e-06
237   1.73e-09   -4.99e-09   7.75e-07   2.91e-06
238   1.74e-09   -3.83e-09   7.58e-07   3.15e-06
239   1.63e-09   -4.41e-09   7.67e-07   3.23e-06
240   1.47e-09   -2.65e-09   6.53e-07   2.62e-06
241   1.47e-09   -1.31e-09   6.54e-07   2.65e-06
242   1.49e-09   -2.62e-09   6.80e-07   2.66e-06
243   1.47e-09   -1.28e-09   6.02e-07   2.50e-06
244   1.27e-09   -1.24e-09   5.83e-07   2.86e-06
245   1.32e-09   -3.37e-09   5.32e-07   2.25e-06
246   1.23e-09   -6.91e-10   6.07e-07   2.35e-06
247   1.14e-09   -9.07e-10   5.57e-07   2.16e-06
248   1.12e-09   -2.48e-09   4.96e-07   2.09e-06
249   1.14e-09   -1.93e-09   5.51e-07   2.17e-06
250   1.08e-09   -1.75e-09   5.03e-07   1.80e-06
251   9.10e-10   -1.96e-09   4.77e-07   1.79e-06
252   8.72e-10   -8.31e-10   4.26e-07   1.99e-06
253   9.12e-10   -1.37e-09   4.66e-07   1.86e-06
254   8.46e-10   -1.65e-09   3.98e-07   1.69e-06
255   9.54e-10   -1.62e-09   3.83e-07   1.74e-06
256   8.63e-10   -1.17e-10   3.62e-07   1.62e-06
257   9.30e-10   -1.46e-09   3.77e-07   1.55e-06
258   7.98e-10   -9.87e-10   3.61e-07   1.62e-06
259   7.93e-10   2.84e-10   3.36e-07   1.61e-06
260   7.45e-10   -4.07e-10   3.07e-07   1.56e-06
261   7.33e-10   -4.89e-10   3.40e-07   1.53e-06
262   6.81e-10   5.57e-10   3.67e-07   1.20e-06
263   6.49e-10   5.26e-10   2.87e-07   1.33e-06
264   5.61e-10   -5.71e-10   2.75e-07   1.28e-06
265   6.28e-10   -2.32e-10   2.80e-07   1.12e-06
266   5.19e-10   -5.33e-10   2.43e-07   1.06e-06
267   5.37e-10   -8.74e-11   2.33e-07   1.07e-06
268   5.07e-10   -2.61e-10   2.26e-07   1.09e-06
269   4.71e-10   6.11e-11   2.25e-07   9.54e-07
270   4.26e-10   -5.47e-11   2.08e-07   1.04e-06
271   4.07e-10   -2.55e-10   2.15e-07   8.62e-07
272   3.81e-10   -4.74e-11   2.25e-07   9.08e-07
273   3.61e-10   -2.37e-10   1.92e-07   7.94e-07
274   3.33e-10   -4.80e-10   1.80e-07   8.04e-07
275   3.25e-10   4.65e-11   1.88e-07   8.12e-07
276   3.51e-10   -3.47e-11   1.75e-07   6.93e-07
277   3.04e-10   -2.93e-10   1.65e-07   6.59e-07
278   3.01e-10   2.16e-10   1.68e-07   7.21e-07
279   3.16e-10   -1.90e-10   1.56e-07   6.42e-07
280   3.16e-10   -1.95e-10   1.52e-07   5.68e-07
281   3.17e-10   -4.99e-10   1.57e-07   5.94e-07
282   2.65e-10   1.56e-10   1.59e-07   5.98e-07
283   2.62e-10   -1.06e-10   1.61e-07   6.12e-07
284   2.65e-10   4.25e-11   1.58e-07   5.80e-07
285   2.79e-10   -1.29e-10   1.36e-07   5.91e-07
286   2.59e-10   -4.05e-10   1.46e-07   5.17e-07
287   2.66e-10   -1.63e-10   1.41e-07   6.72e-07
288   2.27e-10   5.78e-11   1.32e-07   6.50e-07
289   2.02e-10   1.00e-10   1.34e-07   5.73e-07
290   2.42e-10   -2.48e-11   1.44e-07   5.83e-07
291   2.28e-10   -1.72e-10   1.36e-07   5.55e-07
292   2.44e-10   4.12e-11   1.22e-07   5.25e-07
293   2.29e-10   -2.64e-10   1.23e-07   5.11e-07
294   2.46e-10   -2.93e-10   1.25e-07   5.42e-07
295   2.59e-10   -8.09e-11   1.09e-07   5.20e-07
296   2.31e-10   -5.52e-11   1.16e-07   4.89e-07
297   2.09e-10   -8.24e-11   1.13e-07   4.11e-07
298   2.05e-10   -5.36e-11   1.05e-07   4.53e-07
299   2.10e-10   -1.41e-11   1.02e-07   4.40e-07
300   2.08e-10   -1.31e-10   8.81e-08   4.00e-07
301   1.94e-10   9.66e-11   8.90e-08   3.96e-07
302   2.10e-10   7.71e-11   8.63e-08   3.44e-07
303   2.14e-10   3.70e-11   9.37e-08   3.66e-07
304   1.96e-10   -1.91e-10   8.58e-08   3.50e-07
305   2.07e-10   -1.93e-11   8.29e-08   3.59e-07
306   1.92e-10   5.41e-11   7.82e-08   3.29e-07
307   2.11e-10   1.04e-11   7.77e-08   3.09e-07
308   1.81e-10   1.19e-11   7.27e-08   2.73e-07
309   1.93e-10   2.84e-11   6.94e-08   2.91e-07
310   1.77e-10   -1.03e-10   6.50e-08   2.56e-07
311   1.91e-10   -1.96e-10   6.58e-08   2.51e-07
312   1.90e-10   -2.49e-10   7.29e-08   2.33e-07
313   1.88e-10   -2.64e-10   7.44e-08   2.38e-07
314   1.69e-10   -1.44e-10   6.51e-08   2.41e-07
315   1.75e-10   -2.96e-11   5.87e-08   2.35e-07
316   1.89e-10   -1.48e-10   6.06e-08   2.17e-07
317   1.57e-10   1.02e-11   5.06e-08   2.16e-07
318   1.56e-10   -3.36e-11   4.93e-08   2.20e-07
319   1.64e-10   -1.54e-10   5.09e-08   2.18e-07
320   1.63e-10   -1.50e-10   5.33e-08   2.11e-07
321   1.57e-10   -9.61e-11   4.48e-08   2.10e-07
322   1.54e-10   -4.39e-11   4.90e-08   1.77e-07
323   1.66e-10   -2.30e-11   4.29e-08   1.77e-07
324   1.58e-10   -2.73e-10   5.16e-08   1.67e-07
325   1.56e-10   -1.95e-10   3.98e-08   1.63e-07
326   1.40e-10   -1.98e-10   4.19e-08   1.54e-07
327   1.40e-10   -1.02e-11   4.34e-08   1.70e-07
328   1.40e-10   -1.25e-10   3.47e-08   1.48e-07
329   1.47e-10   -1.23e-10   3.42e-08   1.21e-07
330   1.39e-10   -5.33e-11   3.07e-08   1.41e-07
331   1.43e-10   -9.49e-11   3.25e-08   1.46e-07
332   1.40e-10   -1.15e-10   3.16e-08   1.31e-07
333   1.20e-10   -2.57e-11   3.46e-08   1.16e-07
334   1.41e-10   1.24e-11   2.95e-08   1.07e-07
335   1.27e-10   -1.56e-10   2.82e-08   1.08e-07
336   1.54e-10   -2.56e-11   3.00e-08   1.15e-07
337   1.47e-10   -1.64e-11   2.86e-08   1.06e-07
338   1.46e-10   -4.11e-11   2.77e-08   9.24e-08
339   1.42e-10   -1.09e-11   2.30e-08   9.93e-08
340   1.27e-10   -1.27e-11   2.18e-08   9.40e-08
341   1.31e-10   -1.28e-11   2.22e-08   9.64e-08
342   1.31e-10   -1.13e-10   2.30e-08   8.35e-08
343   1.33e-10   -2.68e-12   1.96e-08   8.69e-08
344   1.40e-10   -6.10e-11   1.96e-08   8.18e-08
345   1.18e-10   3.25e-11   2.12e-08   7.95e-08
346   1.22e-10   1.18e-11   1.98e-08   7.56e-08
347   1.35e-10   -7.45e-11   1.95e-08   7.50e-08
348   1.36e-10   -5.53e-11   1.70e-08   6.79e-08
349   1.25e-10   -6.44e-11   1.65e-08   6.62e-08
350   1.31e-10   1.11e-11   1.84e-08   7.49e-08
351   1.21e-10   -3.04e-11   1.64e-08   7.09e-08
352   1.25e-10   -5.90e-11   1.73e-08   7.14e-08
353   1.18e-10   -4.64e-11   1.56e-08   6.22e-08
354   1.35e-10   -8.99e-11   1.53e-08   6.74e-08
355   1.30e-10   4.45e-11   1.38e-08   5.95e-08
356   1.22e-10   6.39e-11   1.43e-08   5.96e-08
357   1.38e-10   -8.99e-12   1.32e-08   5.51e-08
358   1.36e-10   -3.28e-11   1.24e-08   4.77e-08
359   1.47e-10   -2.28e-11   1.26e-08   5.17e-08
360   1.30e-10   -2.76e-11   1.21e-08   5.48e-08
361   1.25e-10   -4.30e-11   1.27e-08   4.72e-08
362   1.25e-10   -1.21e-11   1.04e-08   4.10e-08
363   1.39e-10   -5.43e-12   1.11e-08   4.31e-08
364   1.47e-10   -6.54e-11   1.01e-08   4.40e-08
365   1.45e-10   -3.28e-11   9.22e-09   4.39e-08
366   1.51e-10   -3.19e-11   9.65e-09   3.97e-08
367   1.35e-10   -7.95e-11   8.90e-09   3.42e-08
368   1.40e-10   -5.16e-11   8.99e-09   3.83e-08
369   1.46e-10   -4.09e-11   9.10e-09   3.24e-08
370   1.52e-10   -7.65e-12   8.25e-09   3.12e-08
371   1.46e-10   -3.73e-11   7.69e-09   3.05e-08
372   1.49e-10   -5.80e-11   7.32e-09   2.89e-08
373   1.47e-10   -1.53e-11   7.02e-09   2.87e-08
374   1.57e-10   -6.15e-11   6.99e-09   3.16e-08
375   1.59e-10   -1.12e-10   7.07e-09   2.92e-08
376   1.59e-10   -1.25e-10   7.04e-09   2.78e-08
377   1.68e-10   -9.90e-11   6.79e-09   2.97e-08
378   1.60e-10   -7.96e-11   6.64e-09   2.53e-08
379   1.32e-10   -8.40e-11   6.40e-09   2.64e-08
380   1.56e-10   -6.70e-11   5.27e-09   2.71e-08
381   1.73e-10   -1.48e-10   6.34e-09   2.46e-08
382   1.39e-10   -8.47e-11   6.27e-09   2.42e-08
383   1.50e-10   -6.83e-11   6.02e-09   2.07e-08
384   1.47e-10   -5.35e-11   5.79e-09   2.11e-08
385   1.59e-10   -4.95e-11   4.72e-09   2.34e-08
386   1.39e-10   -7.70e-11   5.14e-09   2.35e-08
387   1.37e-10   -1.17e-10   4.76e-09   2.07e-08
388   1.42e-10   -5.59e-11   5.49e-09   2.12e-08
389   1.41e-10   -1.04e-10   4.72e-09   2.15e-08
390   1.54e-10   -1.20e-10   5.23e-09   2.24e-08
391   1.40e-10   -4.10e-11   4.53e-09   1.77e-08
392   1.36e-10   -9.74e-11   4.31e-09   1.79e-08
393   1.35e-10   -7.55e-11   4.04e-09   1.82e-08
394   1.44e-10   -7.06e-11   4.44e-09   1.99e-08
395   1.36e-10   -8.34e-11   4.54e-09   1.82e-08
396   1.17e-10   -8.66e-11   4.27e-09   1.67e-08
397   1.16e-10   -6.85e-11   3.98e-09   1.71e-08
398   1.59e-10   -5.51e-11   3.89e-09   1.48e-08
399   1.20e-10   -7.43e-11   3.42e-09   1.64e-08
400   1.26e-10   -6.45e-11   3.46e-09   1.67e-08
401   1.23e-10   -7.72e-11   3.15e-09   1.54e-08
402   1.18e-10   -6.88e-11   3.44e-09   1.45e-08
403   1.28e-10   -6.95e-11   3.15e-09   1.52e-08
404   1.18e-10   -3.86e-11   3.13e-09   1.40e-08
405   1.17e-10   -7.49e-11   2.93e-09   1.39e-08
406   1.04e-10   -6.64e-11   2.84e-09   1.40e-08
407   9.37e-11   -5.73e-11   2.89e-09   1.39e-08
408   1.16e-10   -7.60e-11   2.93e-09   1.26e-08
409   1.22e-10   -7.48e-11   2.74e-09   1.20e-08
410   1.14e-10   -5.80e-11   2.60e-09   1.14e-08
411   1.06e-10   -4.48e-11   2.76e-09   1.26e-08
412   9.95e-11   -4.35e-11   2.73e-09   1.20e-08
413   9.33e-11   -5.21e-11   2.31e-09   1.08e-08
414   9.64e-11   -5.19e-11   2.46e-09   1.04e-08
415   1.01e-10   -5.33e-11   2.31e-09   9.79e-09
416   1.03e-10   -4.89e-11   2.33e-09   1.10e-08
417   1.00e-10   -6.62e-11   2.23e-09   9.94e-09
418   9.43e-11   -4.63e-11   2.13e-09   9.57e-09
419   9.25e-11   -3.23e-11   2.10e-09   9.45e-09
420   8.54e-11   -5.07e-11   1.98e-09   9.00e-09
421   7.59e-11   -4.78e-11   1.97e-09   8.55e-09
422   8.24e-11   -2.88e-11   1.86e-09   7.98e-09
423   7.96e-11   -2.47e-11   1.94e-09   7.67e-09
424   6.71e-11   -6.61e-12   1.97e-09   7.78e-09
425   6.85e-11   -3.32e-11   1.61e-09   7.58e-09
426   6.82e-11   -9.98e-12   1.62e-09   6.64e-09
427   6.89e-11   -1.98e-11   1.80e-09   7.09e-09
428   6.30e-11   -1.62e-11   1.58e-09   7.59e-09
429   5.99e-11   -8.92e-12   1.52e-09   6.91e-09
430   6.08e-11   -7.26e-12   1.47e-09   6.16e-09
431   5.03e-11   -2.38e-11   1.48e-09   6.21e-09
432   5.62e-11   -2.18e-11   1.45e-09   6.11e-09
433   5.25e-11   -9.34e-12   1.44e-09   5.09e-09
434   5.13e-11   -2.08e-11   1.32e-09   5.83e-09
435   4.58e-11   -1.47e-11   1.26e-09   5.63e-09
436   4.35e-11   -1.40e-11   1.31e-09   5.36e-09
437   4.21e-11   -1.16e-11   1.30e-09   5.43e-09
438   3.88e-11   3.69e-12   1.14e-09   5.76e-09
439   3.88e-11   -7.36e-12   1.13e-09   5.08e-09
