# BICEP2 2014 Data Release
# The BICEP2 Collaboration, BICEP2 2014 I: DETECTION OF B-mode POLARIZATION AT DEGREE ANGULAR SCALES
# http://bicepkeck.org/bicep2_2014_release/
#
# File: B2_3yr_bpwf_bin3_20140314.txt 
# Date: 2014-03-14 
# 
# BICEP2 bandpower window functions for bin #3 (ell~109.1)
# See Section 6.3 of BICEP2 2014 I.
# 
# Columns: ell   TT->TT     TE->TE     EE->EE     BB->BB 
 34   4.18e-06   -9.96e-07   3.86e-05   1.09e-04
 35   4.72e-06   -8.30e-07   4.14e-05   1.31e-04
 36   5.43e-06   -6.24e-07   5.50e-05   1.38e-04
 37   5.02e-06   -4.61e-07   4.59e-05   1.29e-04
 38   6.02e-06   -5.52e-07   6.67e-05   1.80e-04
 39   5.36e-06   4.32e-07   5.70e-05   1.60e-04
 40   6.57e-06   1.15e-06   6.51e-05   1.93e-04
 41   6.37e-06   1.73e-06   6.64e-05   1.88e-04
 42   7.10e-06   2.47e-06   6.85e-05   1.77e-04
 43   8.32e-06   3.38e-06   7.30e-05   2.30e-04
 44   9.26e-06   4.86e-06   8.17e-05   2.06e-04
 45   1.07e-05   6.37e-06   8.12e-05   2.28e-04
 46   1.26e-05   8.35e-06   8.01e-05   2.48e-04
 47   1.46e-05   1.14e-05   8.90e-05   2.59e-04
 48   1.74e-05   1.55e-05   1.00e-04   2.04e-04
 49   2.14e-05   2.01e-05   1.04e-04   2.58e-04
 50   2.50e-05   2.43e-05   1.03e-04   2.56e-04
 51   2.73e-05   2.80e-05   1.04e-04   2.63e-04
 52   3.34e-05   3.58e-05   1.13e-04   2.59e-04
 53   4.60e-05   5.03e-05   1.34e-04   2.94e-04
 54   5.60e-05   6.34e-05   1.47e-04   3.20e-04
 55   6.37e-05   7.20e-05   1.47e-04   3.29e-04
 56   7.87e-05   8.97e-05   1.77e-04   4.38e-04
 57   9.64e-05   1.09e-04   1.98e-04   3.94e-04
 58   1.21e-04   1.39e-04   2.33e-04   4.38e-04
 59   1.30e-04   1.51e-04   2.53e-04   4.40e-04
 60   1.59e-04   1.87e-04   2.98e-04   5.27e-04
 61   1.85e-04   2.17e-04   3.28e-04   5.18e-04
 62   1.96e-04   2.27e-04   3.32e-04   5.31e-04
 63   2.03e-04   2.32e-04   3.35e-04   6.32e-04
 64   2.42e-04   2.79e-04   3.96e-04   6.11e-04
 65   2.84e-04   3.30e-04   4.60e-04   6.36e-04
 66   3.15e-04   3.67e-04   5.03e-04   7.33e-04
 67   3.37e-04   3.93e-04   5.34e-04   7.28e-04
 68   3.84e-04   4.55e-04   6.12e-04   8.70e-04
 69   4.73e-04   5.76e-04   7.70e-04   8.09e-04
 70   5.27e-04   6.51e-04   8.70e-04   1.07e-03
 71   5.42e-04   6.63e-04   8.82e-04   1.04e-03
 72   7.26e-04   8.90e-04   1.16e-03   1.29e-03
 73   8.69e-04   1.08e-03   1.39e-03   1.38e-03
 74   9.87e-04   1.22e-03   1.58e-03   1.62e-03
 75   1.21e-03   1.47e-03   1.85e-03   1.89e-03
 76   1.65e-03   2.02e-03   2.51e-03   2.16e-03
 77   2.16e-03   2.62e-03   3.21e-03   2.74e-03
 78   2.34e-03   2.81e-03   3.41e-03   3.05e-03
 79   2.78e-03   3.27e-03   3.87e-03   3.82e-03
 80   3.57e-03   4.18e-03   4.91e-03   4.22e-03
 81   3.95e-03   4.57e-03   5.30e-03   4.76e-03
 82   4.92e-03   5.62e-03   6.42e-03   5.53e-03
 83   6.07e-03   6.96e-03   7.91e-03   7.00e-03
 84   6.26e-03   7.03e-03   7.88e-03   7.72e-03
 85   7.05e-03   7.83e-03   8.67e-03   9.18e-03
 86   8.06e-03   8.82e-03   9.62e-03   9.28e-03
 87   9.69e-03   1.06e-02   1.15e-02   1.23e-02
 88   1.06e-02   1.15e-02   1.24e-02   1.11e-02
 89   1.18e-02   1.27e-02   1.36e-02   1.26e-02
 90   1.41e-02   1.51e-02   1.60e-02   1.47e-02
 91   1.45e-02   1.55e-02   1.65e-02   1.55e-02
 92   1.50e-02   1.60e-02   1.69e-02   1.64e-02
 93   1.57e-02   1.65e-02   1.72e-02   1.84e-02
 94   1.59e-02   1.66e-02   1.72e-02   1.88e-02
 95   1.95e-02   2.04e-02   2.11e-02   1.99e-02
 96   1.94e-02   2.02e-02   2.08e-02   2.17e-02
 97   2.08e-02   2.18e-02   2.26e-02   2.12e-02
 98   2.20e-02   2.27e-02   2.33e-02   2.18e-02
 99   2.31e-02   2.38e-02   2.43e-02   2.20e-02
100   2.28e-02   2.34e-02   2.39e-02   2.52e-02
101   2.21e-02   2.26e-02   2.29e-02   2.42e-02
102   2.40e-02   2.45e-02   2.48e-02   2.32e-02
103   2.42e-02   2.46e-02   2.49e-02   2.35e-02
104   2.47e-02   2.52e-02   2.55e-02   2.49e-02
105   2.51e-02   2.54e-02   2.55e-02   2.62e-02
106   2.57e-02   2.61e-02   2.62e-02   2.43e-02
107   2.55e-02   2.57e-02   2.58e-02   2.62e-02
108   2.58e-02   2.60e-02   2.61e-02   2.73e-02
109   2.49e-02   2.51e-02   2.51e-02   2.67e-02
110   2.47e-02   2.48e-02   2.46e-02   2.66e-02
111   2.62e-02   2.62e-02   2.60e-02   2.44e-02
112   2.60e-02   2.57e-02   2.52e-02   2.49e-02
113   2.55e-02   2.52e-02   2.46e-02   2.57e-02
114   2.54e-02   2.50e-02   2.44e-02   2.39e-02
115   2.51e-02   2.46e-02   2.39e-02   2.47e-02
116   2.39e-02   2.34e-02   2.26e-02   2.20e-02
117   2.22e-02   2.18e-02   2.11e-02   2.13e-02
118   2.29e-02   2.22e-02   2.13e-02   1.96e-02
119   2.07e-02   2.01e-02   1.92e-02   2.08e-02
120   2.03e-02   1.95e-02   1.86e-02   1.93e-02
121   1.91e-02   1.83e-02   1.73e-02   1.76e-02
122   1.97e-02   1.87e-02   1.75e-02   1.77e-02
123   1.71e-02   1.61e-02   1.51e-02   1.63e-02
124   1.74e-02   1.63e-02   1.51e-02   1.32e-02
125   1.49e-02   1.41e-02   1.31e-02   1.37e-02
126   1.40e-02   1.30e-02   1.20e-02   1.30e-02
127   1.29e-02   1.19e-02   1.08e-02   1.06e-02
128   1.13e-02   1.03e-02   9.39e-03   1.01e-02
129   1.02e-02   9.27e-03   8.37e-03   9.16e-03
130   1.01e-02   9.14e-03   8.18e-03   7.26e-03
131   9.00e-03   8.07e-03   7.14e-03   7.05e-03
132   8.21e-03   7.32e-03   6.44e-03   6.38e-03
133   6.82e-03   6.03e-03   5.27e-03   5.28e-03
134   6.20e-03   5.46e-03   4.76e-03   4.37e-03
135   5.27e-03   4.59e-03   3.95e-03   3.82e-03
136   5.22e-03   4.50e-03   3.84e-03   3.59e-03
137   4.40e-03   3.77e-03   3.19e-03   2.97e-03
138   3.95e-03   3.37e-03   2.85e-03   2.80e-03
139   3.46e-03   2.95e-03   2.49e-03   2.34e-03
140   2.99e-03   2.54e-03   2.14e-03   2.19e-03
141   2.77e-03   2.36e-03   1.98e-03   1.81e-03
142   2.49e-03   2.10e-03   1.76e-03   1.65e-03
143   2.33e-03   1.96e-03   1.64e-03   1.33e-03
144   1.73e-03   1.47e-03   1.24e-03   1.31e-03
145   1.64e-03   1.39e-03   1.18e-03   1.12e-03
146   1.36e-03   1.16e-03   9.85e-04   1.00e-03
147   1.13e-03   9.68e-04   8.34e-04   8.28e-04
148   1.07e-03   9.20e-04   7.99e-04   7.65e-04
149   9.41e-04   8.14e-04   7.14e-04   6.53e-04
150   8.68e-04   7.63e-04   6.79e-04   6.16e-04
151   6.75e-04   5.93e-04   5.31e-04   5.59e-04
152   6.52e-04   5.77e-04   5.23e-04   4.49e-04
153   5.38e-04   4.81e-04   4.40e-04   4.27e-04
154   4.66e-04   4.13e-04   3.79e-04   3.82e-04
155   3.47e-04   3.13e-04   2.96e-04   3.39e-04
156   3.21e-04   2.90e-04   2.76e-04   2.91e-04
157   2.56e-04   2.34e-04   2.28e-04   2.80e-04
158   2.32e-04   2.11e-04   2.05e-04   2.29e-04
159   1.91e-04   1.75e-04   1.75e-04   1.91e-04
160   1.62e-04   1.48e-04   1.49e-04   1.73e-04
161   1.26e-04   1.16e-04   1.20e-04   1.61e-04
162   1.02e-04   9.41e-05   1.00e-04   1.38e-04
163   8.55e-05   7.87e-05   8.49e-05   1.12e-04
164   7.38e-05   6.74e-05   7.42e-05   1.00e-04
165   5.43e-05   4.94e-05   5.67e-05   9.40e-05
166   4.73e-05   4.32e-05   5.26e-05   8.65e-05
167   3.93e-05   3.57e-05   4.53e-05   7.69e-05
168   3.03e-05   2.70e-05   3.59e-05   7.08e-05
169   2.49e-05   2.19e-05   3.11e-05   7.26e-05
170   2.08e-05   1.86e-05   2.84e-05   6.57e-05
171   1.62e-05   1.49e-05   2.48e-05   6.02e-05
172   1.48e-05   1.30e-05   2.33e-05   5.77e-05
173   1.16e-05   1.07e-05   2.13e-05   6.39e-05
174   1.04e-05   9.36e-06   2.07e-05   5.38e-05
175   8.20e-06   7.45e-06   1.66e-05   5.10e-05
176   7.01e-06   6.45e-06   1.69e-05   5.87e-05
177   6.75e-06   6.12e-06   1.71e-05   4.95e-05
178   6.00e-06   5.34e-06   1.60e-05   5.47e-05
179   4.86e-06   4.26e-06   1.39e-05   4.97e-05
180   3.88e-06   3.50e-06   1.36e-05   5.04e-05
181   3.58e-06   3.20e-06   1.34e-05   4.76e-05
182   3.08e-06   2.69e-06   1.29e-05   4.37e-05
183   2.74e-06   2.29e-06   1.29e-05   4.82e-05
184   2.77e-06   2.22e-06   1.17e-05   4.79e-05
185   2.36e-06   1.82e-06   1.13e-05   5.06e-05
186   2.08e-06   1.65e-06   1.20e-05   4.79e-05
187   1.95e-06   1.41e-06   1.23e-05   4.00e-05
188   1.58e-06   1.12e-06   1.01e-05   4.42e-05
189   1.52e-06   1.11e-06   1.12e-05   4.06e-05
190   1.38e-06   8.93e-07   9.79e-06   4.36e-05
191   1.25e-06   8.96e-07   9.58e-06   3.85e-05
192   1.23e-06   8.09e-07   9.69e-06   3.69e-05
193   1.15e-06   7.32e-07   9.45e-06   3.78e-05
194   9.85e-07   6.16e-07   8.69e-06   3.63e-05
195   9.23e-07   5.72e-07   8.51e-06   3.46e-05
196   9.49e-07   6.37e-07   9.50e-06   3.36e-05
197   8.84e-07   5.46e-07   8.97e-06   3.36e-05
198   8.54e-07   5.16e-07   8.02e-06   3.25e-05
199   7.81e-07   4.76e-07   7.89e-06   3.19e-05
200   7.43e-07   3.97e-07   7.19e-06   3.06e-05
201   6.50e-07   3.91e-07   7.63e-06   3.04e-05
202   6.50e-07   3.90e-07   7.99e-06   2.74e-05
203   6.18e-07   3.40e-07   7.41e-06   2.88e-05
204   6.21e-07   3.46e-07   7.01e-06   2.80e-05
205   5.66e-07   2.96e-07   6.96e-06   2.95e-05
206   5.37e-07   3.19e-07   6.81e-06   2.66e-05
207   5.32e-07   2.75e-07   5.78e-06   2.60e-05
208   4.86e-07   2.32e-07   6.11e-06   2.63e-05
209   5.00e-07   2.64e-07   6.06e-06   2.48e-05
210   4.65e-07   2.55e-07   5.87e-06   2.82e-05
211   4.56e-07   2.48e-07   5.65e-06   2.34e-05
212   4.71e-07   2.35e-07   5.68e-06   2.53e-05
213   4.31e-07   2.25e-07   5.95e-06   2.34e-05
214   4.60e-07   2.75e-07   5.97e-06   2.44e-05
215   4.23e-07   2.26e-07   5.99e-06   2.31e-05
216   3.94e-07   2.27e-07   5.35e-06   2.29e-05
217   3.80e-07   2.18e-07   5.45e-06   2.29e-05
218   3.62e-07   2.03e-07   5.49e-06   2.10e-05
219   3.41e-07   2.10e-07   4.81e-06   1.98e-05
220   3.38e-07   2.01e-07   5.14e-06   2.20e-05
221   3.06e-07   1.90e-07   4.97e-06   2.29e-05
222   3.06e-07   1.91e-07   5.01e-06   2.27e-05
223   2.97e-07   1.90e-07   5.91e-06   2.25e-05
224   2.76e-07   2.00e-07   5.34e-06   1.89e-05
225   2.66e-07   1.72e-07   5.15e-06   1.92e-05
226   2.61e-07   1.77e-07   5.15e-06   1.91e-05
227   2.40e-07   1.72e-07   5.41e-06   1.99e-05
228   2.24e-07   1.52e-07   4.94e-06   2.02e-05
229   2.06e-07   1.37e-07   4.58e-06   1.93e-05
230   1.90e-07   1.26e-07   4.44e-06   1.83e-05
231   1.81e-07   1.19e-07   4.32e-06   1.88e-05
232   1.71e-07   1.21e-07   4.41e-06   1.99e-05
233   1.54e-07   1.27e-07   4.71e-06   1.93e-05
234   1.42e-07   1.05e-07   4.52e-06   1.90e-05
235   1.31e-07   9.87e-08   4.36e-06   1.81e-05
236   1.23e-07   9.52e-08   4.05e-06   1.91e-05
237   1.15e-07   8.99e-08   4.24e-06   1.57e-05
238   1.07e-07   7.61e-08   4.28e-06   1.73e-05
239   9.13e-08   5.84e-08   4.22e-06   1.58e-05
240   9.28e-08   5.83e-08   3.62e-06   1.39e-05
241   8.02e-08   5.44e-08   3.60e-06   1.46e-05
242   7.29e-08   4.73e-08   3.35e-06   1.49e-05
243   7.12e-08   4.64e-08   3.31e-06   1.37e-05
244   6.49e-08   3.62e-08   3.43e-06   1.43e-05
245   6.19e-08   3.58e-08   2.62e-06   1.23e-05
246   5.53e-08   2.59e-08   3.05e-06   1.15e-05
247   5.30e-08   2.46e-08   3.09e-06   1.08e-05
248   5.30e-08   2.92e-08   2.77e-06   1.07e-05
249   5.07e-08   2.88e-08   2.72e-06   1.10e-05
250   4.70e-08   2.33e-08   2.76e-06   9.98e-06
251   4.30e-08   2.70e-08   2.43e-06   9.98e-06
252   4.17e-08   2.36e-08   2.28e-06   1.01e-05
253   4.01e-08   2.01e-08   2.34e-06   9.48e-06
254   3.72e-08   2.56e-08   2.20e-06   9.00e-06
255   3.73e-08   2.03e-08   2.16e-06   9.10e-06
256   3.35e-08   1.95e-08   2.02e-06   8.61e-06
257   3.42e-08   1.39e-08   1.97e-06   7.94e-06
258   3.25e-08   1.84e-08   1.88e-06   8.11e-06
259   3.12e-08   1.86e-08   1.88e-06   8.28e-06
260   2.74e-08   1.46e-08   1.71e-06   7.22e-06
261   2.76e-08   2.20e-08   1.82e-06   6.76e-06
262   2.60e-08   1.79e-08   1.79e-06   6.26e-06
263   2.38e-08   1.38e-08   1.71e-06   6.96e-06
264   2.35e-08   1.21e-08   1.58e-06   6.69e-06
265   2.29e-08   1.63e-08   1.62e-06   6.22e-06
266   2.09e-08   1.19e-08   1.42e-06   5.87e-06
267   1.97e-08   1.09e-08   1.40e-06   6.19e-06
268   2.12e-08   1.73e-08   1.48e-06   5.64e-06
269   1.93e-08   1.15e-08   1.32e-06   4.99e-06
270   1.73e-08   1.09e-08   1.21e-06   5.47e-06
271   1.81e-08   1.18e-08   1.31e-06   5.25e-06
272   1.71e-08   1.28e-08   1.31e-06   5.35e-06
273   1.57e-08   1.19e-08   1.19e-06   5.08e-06
274   1.62e-08   1.05e-08   1.14e-06   4.79e-06
275   1.51e-08   1.11e-08   1.10e-06   4.56e-06
276   1.49e-08   8.74e-09   1.06e-06   4.42e-06
277   1.37e-08   7.75e-09   1.11e-06   4.07e-06
278   1.40e-08   7.36e-09   1.12e-06   4.43e-06
279   1.26e-08   7.57e-09   1.06e-06   4.13e-06
280   1.27e-08   6.59e-09   1.01e-06   3.49e-06
281   1.19e-08   7.13e-09   9.38e-07   3.95e-06
282   1.11e-08   3.61e-09   9.63e-07   3.76e-06
283   1.15e-08   4.75e-09   9.91e-07   3.76e-06
284   1.11e-08   3.81e-09   9.40e-07   3.28e-06
285   1.15e-08   7.11e-09   9.33e-07   3.57e-06
286   1.01e-08   3.43e-09   8.57e-07   3.19e-06
287   9.64e-09   4.56e-09   8.33e-07   3.41e-06
288   9.37e-09   5.24e-09   8.09e-07   3.68e-06
289   9.28e-09   5.87e-09   7.83e-07   3.23e-06
290   9.71e-09   2.90e-09   8.59e-07   3.37e-06
291   8.96e-09   3.19e-09   8.16e-07   3.10e-06
292   8.76e-09   2.45e-09   7.39e-07   2.85e-06
293   8.20e-09   2.38e-09   7.92e-07   2.89e-06
294   7.98e-09   4.29e-09   7.33e-07   3.09e-06
295   8.40e-09   3.85e-09   7.07e-07   2.86e-06
296   7.76e-09   3.64e-09   7.01e-07   2.74e-06
297   6.91e-09   2.92e-09   6.99e-07   2.60e-06
298   6.44e-09   2.94e-09   6.71e-07   2.70e-06
299   6.31e-09   4.13e-09   6.10e-07   2.61e-06
300   5.75e-09   2.77e-09   5.97e-07   2.49e-06
301   5.75e-09   2.86e-09   5.87e-07   2.42e-06
302   5.56e-09   2.34e-09   5.63e-07   2.32e-06
303   5.63e-09   2.91e-09   6.32e-07   2.27e-06
304   5.16e-09   3.14e-09   5.55e-07   2.31e-06
305   4.74e-09   2.33e-09   5.41e-07   2.18e-06
306   4.55e-09   1.84e-09   5.25e-07   2.04e-06
307   4.38e-09   2.26e-09   4.89e-07   2.01e-06
308   4.00e-09   2.80e-09   5.00e-07   2.01e-06
309   4.03e-09   8.07e-10   4.63e-07   2.01e-06
310   4.05e-09   2.12e-09   5.21e-07   1.91e-06
311   3.62e-09   2.62e-09   4.42e-07   1.89e-06
312   3.84e-09   1.91e-09   4.68e-07   1.69e-06
313   3.81e-09   1.50e-09   4.81e-07   1.63e-06
314   3.42e-09   9.00e-10   4.00e-07   1.66e-06
315   3.35e-09   1.33e-09   3.94e-07   1.54e-06
316   3.14e-09   1.80e-09   3.88e-07   1.55e-06
317   3.22e-09   1.55e-09   3.60e-07   1.53e-06
318   2.98e-09   1.85e-09   3.62e-07   1.46e-06
319   3.14e-09   1.08e-09   3.54e-07   1.53e-06
320   2.89e-09   7.13e-10   3.54e-07   1.38e-06
321   2.85e-09   1.43e-09   3.28e-07   1.38e-06
322   2.69e-09   3.65e-10   3.26e-07   1.23e-06
323   2.77e-09   2.36e-09   3.20e-07   1.23e-06
324   2.89e-09   4.68e-10   3.25e-07   1.21e-06
325   2.53e-09   1.66e-09   2.78e-07   1.17e-06
326   2.48e-09   5.02e-10   2.87e-07   1.10e-06
327   2.65e-09   7.37e-10   2.81e-07   1.12e-06
328   2.54e-09   1.01e-09   2.63e-07   1.11e-06
329   2.51e-09   9.06e-10   2.45e-07   9.49e-07
330   2.28e-09   1.33e-09   2.49e-07   9.93e-07
331   2.13e-09   1.05e-09   2.46e-07   9.09e-07
332   2.30e-09   8.49e-10   2.37e-07   8.34e-07
333   2.20e-09   5.60e-10   2.09e-07   7.83e-07
334   2.25e-09   1.11e-09   2.22e-07   7.98e-07
335   2.09e-09   9.76e-10   2.15e-07   8.56e-07
336   2.09e-09   8.70e-10   2.01e-07   7.77e-07
337   1.95e-09   1.39e-09   2.07e-07   8.39e-07
338   1.92e-09   1.60e-09   2.01e-07   7.39e-07
339   1.74e-09   5.72e-10   1.73e-07   7.43e-07
340   1.80e-09   8.96e-10   1.77e-07   6.89e-07
341   1.78e-09   1.08e-09   1.66e-07   7.05e-07
342   1.62e-09   -1.06e-10   1.76e-07   6.67e-07
343   1.61e-09   6.51e-10   1.60e-07   7.17e-07
344   1.48e-09   1.92e-10   1.46e-07   6.00e-07
345   1.45e-09   4.42e-10   1.56e-07   5.44e-07
346   1.38e-09   4.65e-10   1.60e-07   5.69e-07
347   1.46e-09   6.94e-10   1.48e-07   5.61e-07
348   1.34e-09   6.79e-11   1.39e-07   5.29e-07
349   1.28e-09   5.63e-10   1.27e-07   4.96e-07
350   1.28e-09   5.12e-11   1.37e-07   5.06e-07
351   1.23e-09   2.30e-10   1.28e-07   4.62e-07
352   1.16e-09   3.82e-10   1.20e-07   4.55e-07
353   1.13e-09   4.36e-10   1.09e-07   4.08e-07
354   1.06e-09   2.29e-10   1.17e-07   4.26e-07
355   1.10e-09   -4.37e-11   1.03e-07   3.91e-07
356   1.03e-09   1.13e-10   1.06e-07   3.71e-07
357   1.14e-09   6.43e-11   9.67e-08   3.91e-07
358   1.05e-09   -4.51e-11   9.29e-08   3.50e-07
359   1.05e-09   -2.27e-10   9.07e-08   3.57e-07
360   1.08e-09   -5.46e-11   9.25e-08   3.52e-07
361   9.74e-10   5.08e-12   8.27e-08   3.29e-07
362   9.45e-10   1.82e-10   8.39e-08   3.43e-07
363   9.08e-10   -1.65e-10   7.75e-08   3.10e-07
364   9.41e-10   -1.63e-10   7.76e-08   3.01e-07
365   9.61e-10   -1.86e-10   7.52e-08   2.70e-07
366   8.78e-10   -9.11e-11   7.70e-08   2.99e-07
367   9.22e-10   -1.57e-10   7.49e-08   2.54e-07
368   8.92e-10   -3.67e-10   7.12e-08   3.02e-07
369   8.48e-10   -1.76e-10   6.97e-08   2.65e-07
370   8.44e-10   -6.55e-11   6.16e-08   2.33e-07
371   9.43e-10   -3.22e-10   6.61e-08   2.47e-07
372   8.44e-10   -1.56e-10   6.28e-08   2.17e-07
373   8.60e-10   -1.63e-10   6.05e-08   2.23e-07
374   8.40e-10   -1.51e-10   5.48e-08   2.12e-07
375   8.20e-10   -1.03e-10   5.15e-08   2.28e-07
376   8.05e-10   -1.10e-10   5.03e-08   1.91e-07
377   7.72e-10   -2.05e-10   4.92e-08   1.78e-07
378   7.48e-10   -2.36e-10   4.88e-08   1.73e-07
379   7.56e-10   -8.19e-11   4.80e-08   1.89e-07
380   7.70e-10   5.26e-11   4.30e-08   1.98e-07
381   8.09e-10   -4.73e-11   4.59e-08   1.69e-07
382   7.70e-10   -9.48e-11   4.29e-08   1.58e-07
383   7.11e-10   -3.06e-10   4.27e-08   1.40e-07
384   8.20e-10   -2.67e-10   3.97e-08   1.47e-07
385   7.36e-10   -2.44e-10   3.98e-08   1.50e-07
386   7.64e-10   -6.17e-11   4.16e-08   1.47e-07
387   7.02e-10   -1.82e-10   3.85e-08   1.37e-07
388   7.47e-10   -5.06e-11   3.81e-08   1.40e-07
389   6.69e-10   3.10e-12   3.57e-08   1.43e-07
390   6.89e-10   -2.22e-12   3.76e-08   1.36e-07
391   6.68e-10   2.87e-11   3.75e-08   1.26e-07
392   6.76e-10   -1.60e-10   3.35e-08   1.18e-07
393   6.99e-10   -1.93e-10   3.17e-08   1.25e-07
394   6.63e-10   -1.61e-10   3.38e-08   1.28e-07
395   6.49e-10   -2.24e-10   3.50e-08   1.24e-07
396   6.32e-10   -2.10e-10   3.30e-08   1.08e-07
397   5.99e-10   -4.36e-11   2.96e-08   1.14e-07
398   6.42e-10   -9.30e-11   3.08e-08   9.84e-08
399   6.11e-10   -6.84e-11   2.65e-08   1.07e-07
400   6.27e-10   -2.34e-10   2.57e-08   1.02e-07
401   6.15e-10   -2.64e-11   2.45e-08   9.47e-08
402   6.24e-10   -4.71e-11   2.69e-08   9.96e-08
403   5.92e-10   -2.01e-10   2.55e-08   9.11e-08
404   5.65e-10   -1.92e-10   2.49e-08   9.47e-08
405   5.93e-10   -2.63e-10   2.33e-08   1.01e-07
406   5.74e-10   -1.06e-10   2.32e-08   8.91e-08
407   5.99e-10   -1.46e-10   2.29e-08   8.92e-08
408   6.05e-10   -9.66e-11   2.21e-08   8.88e-08
409   5.58e-10   -1.15e-10   2.15e-08   8.56e-08
410   5.08e-10   -1.56e-10   2.17e-08   7.58e-08
411   5.04e-10   -1.22e-10   2.26e-08   8.48e-08
412   5.24e-10   -1.12e-10   2.16e-08   7.58e-08
413   5.45e-10   -1.44e-10   1.85e-08   7.41e-08
414   5.68e-10   1.04e-11   2.06e-08   6.82e-08
415   5.48e-10   -7.32e-11   2.01e-08   7.46e-08
416   5.33e-10   -3.21e-11   1.84e-08   7.36e-08
417   5.49e-10   -1.72e-10   1.88e-08   6.21e-08
418   4.95e-10   -6.31e-11   1.63e-08   6.94e-08
419   4.89e-10   8.67e-12   1.68e-08   6.59e-08
420   5.10e-10   -9.25e-11   1.66e-08   6.33e-08
421   4.70e-10   -1.41e-10   1.59e-08   6.05e-08
422   4.62e-10   -9.21e-11   1.48e-08   5.99e-08
423   4.28e-10   -4.18e-11   1.41e-08   5.42e-08
424   4.41e-10   2.73e-11   1.57e-08   5.66e-08
425   4.14e-10   -1.28e-10   1.43e-08   5.51e-08
426   3.99e-10   -8.97e-11   1.38e-08   5.29e-08
427   4.15e-10   -3.80e-11   1.46e-08   5.55e-08
428   4.26e-10   -9.81e-12   1.56e-08   5.50e-08
429   4.01e-10   -7.24e-11   1.34e-08   5.48e-08
430   3.81e-10   -4.16e-11   1.38e-08   4.99e-08
431   3.67e-10   -6.51e-11   1.23e-08   4.96e-08
432   3.81e-10   -4.33e-11   1.23e-08   4.58e-08
433   3.64e-10   -5.60e-11   1.19e-08   4.09e-08
434   3.70e-10   -1.12e-10   1.23e-08   4.38e-08
435   3.46e-10   -1.47e-10   1.22e-08   4.18e-08
436   3.50e-10   -9.51e-11   1.11e-08   4.39e-08
437   3.53e-10   1.32e-11   1.08e-08   4.48e-08
438   3.57e-10   -8.23e-12   1.03e-08   4.02e-08
439   3.37e-10   -9.76e-11   1.01e-08   3.75e-08
440   3.23e-10   6.48e-11   9.65e-09   3.88e-08
441   3.08e-10   -2.38e-11   9.50e-09   3.65e-08
442   3.32e-10   -8.40e-13   9.06e-09   3.41e-08
443   3.08e-10   -2.12e-11   8.48e-09   3.44e-08
444   3.00e-10   -1.39e-12   8.75e-09   3.11e-08
445   2.99e-10   4.60e-12   8.19e-09   3.44e-08
