# Z_LOW Z_MID Z_HIGH BIN1 BIN2 BIN3 BIN4 BIN5
8.301000e-01 8.351000e-01 8.401000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.008456e-01 7.058459e+00
8.401000e-01 8.451000e-01 8.501000e-01 0.000000e+00 0.000000e+00 0.000000e+00 5.045266e-02 6.938114e+00
8.501000e-01 8.551000e-01 8.601000e-01 0.000000e+00 0.000000e+00 0.000000e+00 3.840929e-02 6.850570e+00
8.601000e-01 8.651000e-01 8.701000e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.097865e-02 6.272434e+00
8.701000e-01 8.751000e-01 8.801000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.133002e-02 5.468501e+00
8.801000e-01 8.851000e-01 8.901000e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.536132e-03 4.684201e+00
8.901000e-01 8.951000e-01 9.001000e-01 0.000000e+00 0.000000e+00 0.000000e+00 4.962281e-03 3.749051e+00
9.001000e-01 9.051000e-01 9.101000e-01 0.000000e+00 0.000000e+00 0.000000e+00 4.124569e-03 2.720620e+00
9.101000e-01 9.151000e-01 9.201000e-01 0.000000e+00 0.000000e+00 0.000000e+00 6.911789e-04 1.723424e+00
9.201000e-01 9.251000e-01 9.301000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.439230e-03 1.126612e+00
9.301000e-01 9.351000e-01 9.401000e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.789140e-03 6.562728e-01
9.401000e-01 9.451000e-01 9.501000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.421158e-03 3.405041e-01
9.501000e-01 9.551000e-01 9.601000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.328169e-03 1.986584e-01
9.601000e-01 9.651000e-01 9.701000e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.202376e-01
9.701000e-01 9.751000e-01 9.801000e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.085019e-02
9.801000e-01 9.851000e-01 9.901000e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.656071e-02
9.901000e-01 9.951000e-01 1.000100e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.995519e-04 1.906501e-02
1.000100e+00 1.005100e+00 1.010100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 9.318684e-03
1.010100e+00 1.015100e+00 1.020100e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.950437e-04 2.329386e-02
1.020100e+00 1.025100e+00 1.030100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.185887e-02
1.030100e+00 1.035100e+00 1.040100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.715071e-03
1.040100e+00 1.045100e+00 1.050100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.174146e-03
1.050100e+00 1.055100e+00 1.060100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.205979e-03
1.060100e+00 1.065100e+00 1.070100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.605471e-03
1.070100e+00 1.075100e+00 1.080100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.080100e+00 1.085100e+00 1.090100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.090100e+00 1.095100e+00 1.100100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.100100e+00 1.105100e+00 1.110100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.342881e-03
1.110100e+00 1.115100e+00 1.120100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.120100e+00 1.125100e+00 1.130100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.130100e+00 1.135100e+00 1.140100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.140100e+00 1.145100e+00 1.150100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.150100e+00 1.155100e+00 1.160100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.160100e+00 1.165100e+00 1.170100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.170100e+00 1.175100e+00 1.180100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.180100e+00 1.185100e+00 1.190100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.190100e+00 1.195100e+00 1.200100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.200100e+00 1.205100e+00 1.210100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.210100e+00 1.215100e+00 1.220100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.220100e+00 1.225100e+00 1.230100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.230100e+00 1.235100e+00 1.240100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.240100e+00 1.245100e+00 1.250100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.250100e+00 1.255100e+00 1.260100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.260100e+00 1.265100e+00 1.270100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.270100e+00 1.275100e+00 1.280100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.280100e+00 1.285100e+00 1.290100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.290100e+00 1.295100e+00 1.300100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.300100e+00 1.305100e+00 1.310100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.310100e+00 1.315100e+00 1.320100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.320100e+00 1.325100e+00 1.330100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.330100e+00 1.335100e+00 1.340100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.340100e+00 1.345100e+00 1.350100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.350100e+00 1.355100e+00 1.360100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.360100e+00 1.365100e+00 1.370100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.370100e+00 1.375100e+00 1.380100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.380100e+00 1.385100e+00 1.390100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.390100e+00 1.395100e+00 1.400100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.400100e+00 1.405100e+00 1.410100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.410100e+00 1.415100e+00 1.420100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.420100e+00 1.425100e+00 1.430100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.430100e+00 1.435100e+00 1.440100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.440100e+00 1.445100e+00 1.450100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.450100e+00 1.455100e+00 1.460100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.460100e+00 1.465100e+00 1.470100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.470100e+00 1.475100e+00 1.480100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.480100e+00 1.485100e+00 1.490100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.490100e+00 1.495100e+00 1.500100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.500100e+00 1.505100e+00 1.510100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.510100e+00 1.515100e+00 1.520100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.520100e+00 1.525100e+00 1.530100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.530100e+00 1.535100e+00 1.540100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.540100e+00 1.545100e+00 1.550100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.550100e+00 1.555100e+00 1.560100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.560100e+00 1.565100e+00 1.570100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.570100e+00 1.575100e+00 1.580100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.580100e+00 1.585100e+00 1.590100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.590100e+00 1.595100e+00 1.600100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.600100e+00 1.605100e+00 1.610100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.610100e+00 1.615100e+00 1.620100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.620100e+00 1.625100e+00 1.630100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.630100e+00 1.635100e+00 1.640100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.640100e+00 1.645100e+00 1.650100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.650100e+00 1.655100e+00 1.660100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.660100e+00 1.665100e+00 1.670100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.670100e+00 1.675100e+00 1.680100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.680100e+00 1.685100e+00 1.690100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.690100e+00 1.695100e+00 1.700100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.700100e+00 1.705100e+00 1.710100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.710100e+00 1.715100e+00 1.720100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.720100e+00 1.725100e+00 1.730100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.730100e+00 1.735100e+00 1.740100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.740100e+00 1.745100e+00 1.750100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.750100e+00 1.755100e+00 1.760100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.760100e+00 1.765100e+00 1.770100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.770100e+00 1.775100e+00 1.780100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.780100e+00 1.785100e+00 1.790100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.790100e+00 1.795100e+00 1.800100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.800100e+00 1.805100e+00 1.810100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.810100e+00 1.815100e+00 1.820100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.820100e+00 1.825100e+00 1.830100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.830100e+00 1.835100e+00 1.840100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.840100e+00 1.845100e+00 1.850100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.850100e+00 1.855100e+00 1.860100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.860100e+00 1.865100e+00 1.870100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.870100e+00 1.875100e+00 1.880100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.880100e+00 1.885100e+00 1.890100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.890100e+00 1.895100e+00 1.900100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.900100e+00 1.905100e+00 1.910100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.910100e+00 1.915100e+00 1.920100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.920100e+00 1.925100e+00 1.930100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.930100e+00 1.935100e+00 1.940100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.940100e+00 1.945100e+00 1.950100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.950100e+00 1.955100e+00 1.960100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.960100e+00 1.965100e+00 1.970100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.970100e+00 1.975100e+00 1.980100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.980100e+00 1.985100e+00 1.990100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.990100e+00 1.995100e+00 2.000100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.000100e+00 2.005100e+00 2.010100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.010100e+00 2.015100e+00 2.020100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.020100e+00 2.025100e+00 2.030100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.030100e+00 2.035100e+00 2.040100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.040100e+00 2.045100e+00 2.050100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.050100e+00 2.055100e+00 2.060100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.060100e+00 2.065100e+00 2.070100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.070100e+00 2.075100e+00 2.080100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.080100e+00 2.085100e+00 2.090100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.090100e+00 2.095100e+00 2.100100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.100100e+00 2.105100e+00 2.110100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.110100e+00 2.115100e+00 2.120100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.120100e+00 2.125100e+00 2.130100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.130100e+00 2.135100e+00 2.140100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.140100e+00 2.145100e+00 2.150100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.150100e+00 2.155100e+00 2.160100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.160100e+00 2.165100e+00 2.170100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
